"","date","polarity","state","text","Weeks","Season"
"30",2017-12-31,0.2,"LA","Thanks @JalenHurts and @IAm_JameFlame for nominating teammate @MacJones_10 for @thebachelorabc.  Are you listening… https://t.co/kPmA5SIeK7","pre-show","Bachelor 2018"
"31",2018-01-01,0.4,"CA","#bts #fun with the very handsome and funny #thebachelor #arieluyendyk @bachelorusa… https://t.co/MDVPNIBZMl","week 1","Bachelor 2018"
"32",2018-01-02,0,"AZ","#thebachelor is now trending in #Phoenix

https://t.co/RMa0MNzz4h https://t.co/BG1CfjYnwh","week 1","Bachelor 2018"
"33",2018-01-02,0.148181818181818,"CA","Is it just me or is the vocal fry at a new (grating) high this season? #thebachelor","week 1","Bachelor 2018"
"34",2018-01-02,0.425,"PA","#thebachelor Chelsea??????? The first impression rose?????? No words.","week 1","Bachelor 2018"
"35",2018-01-02,0,"CA","Is it just me or did the @BachelorABC wardrobe crew kinda drop the ball this year? #thebachelor","week 1","Bachelor 2018"
"36",2018-01-02,-0.6,"AZ","There’s four fucking Laurens #thebachelor https://t.co/dmqYhi6a5A","week 1","Bachelor 2018"
"37",2018-01-01,0,"TX","@thebachelorbish e. All of the above","week 1","Bachelor 2018"
"38",2018-01-01,0.625,"NV","Can #thebachelor come any sooner!!! Can’t wait to watch @ariejr start his journey for love! ❤️ @BachelorABC","week 1","Bachelor 2018"
"39",2018-01-01,0,"NY","Is it possible to get through an episode of #thebachelor without wine?","week 1","Bachelor 2018"
"40",2018-01-01,-0.3,"CO","At least #thebachelor starts tonight. It will take me a couple of weeks before I get all pissed off at it.","week 1","Bachelor 2018"
"41",2018-01-01,0,"WI","In honor of @TheBachelorTV premiering tonight...#thebachelor @ariejr https://t.co/mI7Bd5IGHX","week 1","Bachelor 2018"
"42",2018-01-01,0.5,"NY","@arinsegal @LaurenSchleyer @WellsAdams Lol I’m so ready","week 1","Bachelor 2018"
"43",2018-01-02,0.7,"WA","bekah has a 1920’s look about her, sooo gorgeous #thebachelor","week 1","Bachelor 2018"
"44",2018-01-02,0,"CA","1 hour and 4 mins into #thebachelor and I’ve stopped counting the use of “like” after 114 times. #yousoundlikeanidiot #vocalfrrrrrrrryyyyyy","week 1","Bachelor 2018"
"45",2018-01-02,0.625,"CA","@whats_ur_sign_ Damn you’re smokin’ it’s like they reimagined Tinkerbell into a sexy Latina! https://t.co/f8QHD2pfpx","week 1","Bachelor 2018"
"46",2018-01-02,0,"CA","did the producers give Arie a dictionary of millennial slang to study before he met these girls? #thebachelor","week 1","Bachelor 2018"
"47",2018-01-02,0.1,"CA","Krystal must make it decently far cause she’s def getting a Disney Princess edit rn #thebachelor","week 1","Bachelor 2018"
"48",2018-01-02,-0.00833333333333334,"CA","Honestly, Chelsea is a mean, mean girl #thebachelor","week 1","Bachelor 2018"
"49",2018-01-02,0,"CA","#thebachelor is now trending in #SF

https://t.co/2dopzOvFbc https://t.co/thvqyDO7ih","week 1","Bachelor 2018"
"50",2018-01-02,-0.05,"OR","Just spent 30 mins watching #TheBachelor only cuz of @BriAmaranthus why bri why.","week 1","Bachelor 2018"
"51",2018-01-02,0,"CA","Oo god noooooo the foot massage ... I’m deceased 💀😂#thebachelor","week 1","Bachelor 2018"
"52",2018-01-02,0,"IN","@whats_ur_sign_ is arguably the coolest contestant on the bachelor ever. Also you can rock any hairstyle/color and… https://t.co/pbx04gCaV9","week 1","Bachelor 2018"
"53",2018-01-02,-0.1,"WA","nysha looks really... unhealthy #thebachelor","week 1","Bachelor 2018"
"54",2018-01-02,0.193602693602694,"CA","“The hair is down and the boobs are out” is gonna be Chris Harrison’s new rose ceremony slogan. #thebachelor","week 1","Bachelor 2018"
"55",2018-01-02,0.233333333333333,"WA","Big Q: How did Emily not pick #Ari ... he is such a #dream I hope he picks someone super #amazing #thebachelor #BachelorNation","week 1","Bachelor 2018"
"56",2018-01-02,0,"CA","#thebachelor is now trending in #SanDiego

https://t.co/eIFPaib8fJ https://t.co/xAUzJd7gh3","week 1","Bachelor 2018"
"57",2018-01-02,0.2,"CA","Krystal is too much #thebachelor","week 1","Bachelor 2018"
"58",2018-01-02,0,"CA","Tia looks alittle like @beccatilley5 ... anyone else see I️t? #thebachelor","week 1","Bachelor 2018"
"59",2018-01-02,0.75,"CA","Wait I love this Bekah girl. She tells it like it is. Can she be my best friend? #thebachelor","week 1","Bachelor 2018"
"60",2018-01-02,0,"WA","Dang, so you’re telling me we have to watch Chelsie for another week #thebachelor","week 1","Bachelor 2018"
"61",2018-01-02,0,"CA","Kendall makes me want to vomit #thebachelor","week 1","Bachelor 2018"
"62",2018-01-02,0,"CA","Chelsea is gross. #thebachelor","week 1","Bachelor 2018"
"63",2018-01-02,0.5,"CA","Bibiana omg more of her #thebachelor","week 1","Bachelor 2018"
"64",2018-01-02,0.0833333333333333,"CA","I’m watching @thebachelorabc and every chick looks like the same exact basic bitch and I’m a feminist but I can’t.… https://t.co/ptEWlyVScT","week 1","Bachelor 2018"
"65",2018-01-02,-0.266666666666667,"WA","krystal smiling when chelsea interrupted was so forced &amp; painful hahaha #thebachelor","week 1","Bachelor 2018"
"66",2018-01-02,0.9375,"CA","I’m so nervous for the rose ceremony! AH! #thebachelor","week 1","Bachelor 2018"
"67",2018-01-02,-0.225,"CA","Maquel’s entrance was pretty bad ass #thebachelor","week 1","Bachelor 2018"
"68",2018-01-02,0.25,"CA","I do not agree with his first impression ring #thebachelor I like Becca from Minnesota, she is my pick.....even tho… https://t.co/hCdCa7EPT2","week 1","Bachelor 2018"
"69",2018-01-02,0.2875,"WA","did this guy really just say that pizza &amp; excitement make him excited? #thebachelor https://t.co/MjKV8tiJTx","week 1","Bachelor 2018"
"70",2018-01-02,0,"CA","Can’t wait to see Chelsea left on an island. Bye 👋🏼 #thebachelor https://t.co/J8bJYSlodA","week 1","Bachelor 2018"
"71",2018-01-02,0,"CA","Omg can we make a counter that counts each Arie kiss #thebachelor #kissingbandit","week 1","Bachelor 2018"
"72",2018-01-02,0.333333333333333,"CA","Okay but how many Lauren’s are left? #thebachelor","week 1","Bachelor 2018"
"73",2018-01-02,0.25,"OR","I want that hour of my life back.  
@BriAmaranthus you are so much better than that dude and that show","week 1","Bachelor 2018"
"74",2018-01-02,0.5,"CA","Also, what’s the over under on how many racing/driving analogies we are going to get this season? #thebachelor","week 1","Bachelor 2018"
"75",2018-01-02,0.1,"CA","When you realize you have to go back to work tomorrow and return to real life. #thebachelor https://t.co/le8H1IRNf3","week 1","Bachelor 2018"
"76",2018-01-02,0,"OH","THIS IS 🔥🔥🔥🔥🔥
😂😂😂😂😂👌👌👌 @viallnicholas28 @ariejr @BachelorABC #thebachelor https://t.co/XScfjvJJJ8","week 1","Bachelor 2018"
"77",2018-01-02,0.48828125,"NY","Get ready for #thebachelor tweets!!! So pumped! @ABCNetwork","week 1","Bachelor 2018"
"78",2018-01-02,-0.0625,"OH","Uhmm raise your hand if you're mostly excited for @WellsAdams drunk snap chatting with @Sarah_Hyland 👋👋👋👋👋👋👋 #thebachelor @ariejr #lezzgo 🍷🌹","week 1","Bachelor 2018"
"79",2018-01-02,0.136363636363636,"TX","I’ll be live tweeting #thebachelor all season over at @BFD_podcast.","week 1","Bachelor 2018"
"80",2018-01-02,0,"NY","Is Arie Jewish??  I thought it was Ari not Arie. Need to know ASAP. #thebachelor","week 1","Bachelor 2018"
"81",2018-01-02,0.35,"NY","But really, could @SeanLowe09 and @clmgiudici be any more #couplegoals ? #thebachelor","week 1","Bachelor 2018"
"82",2018-01-02,0,"NC","IT’S BACHELOR TIME WHO’S WATCHING????!?!?!? #thebachelor","week 1","Bachelor 2018"
"83",2018-01-02,0,"IL","#thebachelor is now trending in #Chicago

https://t.co/L7ZTnhdXWj https://t.co/Fz1FfrAf9I","week 1","Bachelor 2018"
"84",2018-01-02,0.075,"MN","Okay, time for the #thebachelor. Have had trouble being into this show recently, maybe a throwback bachelor will lure be back in. 🌹🌹🌹","week 1","Bachelor 2018"
"85",2018-01-02,0,"KY","i just don't think this season of #thebachelor will be the same without @CorinneOly /:","week 1","Bachelor 2018"
"86",2018-01-02,0.153409090909091,"MN","New year. New @BachelorABC season. Woo! #thebachelor","week 1","Bachelor 2018"
"87",2018-01-02,0,"NY","Who wears a cut out dress to sell a house? #thebachelor","week 1","Bachelor 2018"
"88",2018-01-02,0,"TX","#thebachelor i cant quit you.  So embarrassing.","week 1","Bachelor 2018"
"89",2018-01-02,-0.875,"NC","oh look! conveniently, a realtor! Arie is a realtor! she loves kids! Arie loves kids! i’m shocked! #thebachelor","week 1","Bachelor 2018"
"90",2018-01-02,0.0888888888888889,"CT","Ready for the most dramatic season of #thebachelor yet. #RightReasons","week 1","Bachelor 2018"
"91",2018-01-02,0.136363636363636,"NC","soooooo they want raqel or however she spells it to be the new @CorinneOly basically, but...... there is no Corinne 2.0 #thebachelor","week 1","Bachelor 2018"
"92",2018-01-02,0,"NC","WAIT SHE AND RAVEN ARE FRIENDS? this is acceptable then @ravengates09 #thebachelor","week 1","Bachelor 2018"
"93",2018-01-02,0,"MA","#thebachelor is now trending in #Boston

https://t.co/ZrM08xNFiU https://t.co/09Ih9rOi2s","week 1","Bachelor 2018"
"94",2018-01-02,-0.3,"NC","oh no........ taxidermy........ absolutely not. no way. not happening. sorry. not gonna happen. bye. #thebachelor","week 1","Bachelor 2018"
"95",2018-01-02,0,"TX","She’s singing to that seal 🤔 #thebachelor","week 1","Bachelor 2018"
"96",2018-01-02,0.402587890625,"NC","Bekah is....... so adorable........ but she seems SO YOUNG??!?!?!?!?! #thebachelor","week 1","Bachelor 2018"
"97",2018-01-02,0.402587890625,"NC","Bekah is....... so adorable........ but she seems SO YOUNG??!?!?!?!?! #thebachelor","week 1","Bachelor 2018"
"98",2018-01-02,0.25,"TN","This taxidermy girl singing to the dead seal....😂😂😂 #thebachelor this is gonna be good 🥂🌹","week 1","Bachelor 2018"
"99",2018-01-02,0,"NC","next up we have an instagram model whose name i didn’t catch #thebachelor","week 1","Bachelor 2018"
"100",2018-01-02,0,"FL","I thought Kim Kardashian’s was with Kanye?.... #thebachelor","week 1","Bachelor 2018"
"101",2018-01-02,0,"NY","Guess the nanny doesn’t wear a bra around the house #thebachelor","week 1","Bachelor 2018"
"102",2018-01-02,0,"TN","#thebachelor is now trending in #Nashville

https://t.co/cu6LIQIkMa https://t.co/8Irl6Bdxf7","week 1","Bachelor 2018"
"103",2018-01-02,0,"IL","So Kendall is the Onion girl and Marikh is the Tiara of Arie’s season. Yeah? #thebachelor","week 1","Bachelor 2018"
"104",2018-01-02,0.15,"MA","“I haven’t held a relationship for more than a year” ..... well you collect DEAD ANIMALS fckn taxidermist #thebachelor","week 1","Bachelor 2018"
"105",2018-01-02,0.5,"NC","wait i love krystal’s dress though #thebachelor","week 1","Bachelor 2018"
"106",2018-01-02,0.251785714285714,"VA","“I’ve been ready for love for a long time but that special person hasn’t come along yet.” #thebachelor - and me nex… https://t.co/5lOHMbTWpX","week 1","Bachelor 2018"
"107",2018-01-02,0,"IL","Just when you think #thebachelor is running out of ideas they go and TOTALLY REDEEM themselves with taxidermy girl https://t.co/u1gUnnKBOV","week 1","Bachelor 2018"
"108",2018-01-02,-0.5,"MO","Tyrion is not impressed with our Monday night plans. He’d rather watch football. 🙄#thebachelor https://t.co/jVJAgASsR7","week 1","Bachelor 2018"
"109",2018-01-02,0.0981481481481481,"NY","I’m forever astounded that these 23 year olds are “ready to settle down and get married.” #thebachelor","week 1","Bachelor 2018"
"110",2018-01-02,0,"UT","@xjasminrivera SHE IS FAB @maroosworld","week 1","Bachelor 2018"
"111",2018-01-02,0,"FL","There’s The Bachelor...and there’s everyone else 😬 #januari #thebachelor @ Cape Canaveral, Florida https://t.co/n2Fp06PNnm","week 1","Bachelor 2018"
"112",2018-01-02,0,"FL","@JamesWallington @williamjardell @JessCarrollTV Sweeet I can't wait to see her intro!","week 1","Bachelor 2018"
"113",2018-01-02,0.85,"FL","Caroline reminds me of JoJo and she’s beautiful #thebachelor","week 1","Bachelor 2018"
"114",2018-01-02,-0.5,"FL","Chelsea got out like she was drunk already?.... #thebachelor","week 1","Bachelor 2018"
"115",2018-01-02,0.5,"DC","“She’s interesting.”- #thebachelor after meeting a contestant who literally said nothing of interest.","week 1","Bachelor 2018"
"116",2018-01-02,-0.4,"FL","Poor Man’s Raven from Weiner, LA...those chains 🤢 #thebachelor","week 1","Bachelor 2018"
"117",2018-01-02,0,"NY","BRING BACK ALEXIS #thebachelor @BachelorABC https://t.co/PR3DrGk3ea","week 1","Bachelor 2018"
"118",2018-01-02,0,"FL","Gonna forget this Spanish girl I just know I will #thebachelor","week 1","Bachelor 2018"
"119",2018-01-02,0.85,"FL","Brie is beautiful #thebachelor","week 1","Bachelor 2018"
"120",2018-01-02,-0.2,"PA","Are the Taxidermy girl and the Onion girl related? Also sensing the same crazy... #thebachelor","week 1","Bachelor 2018"
"121",2018-01-02,0,"FL","Crystal is cracking me up #thebachelor","week 1","Bachelor 2018"
"122",2018-01-02,1,"IL","36 the perfect age? 📝📝📝📝 #thebachelor","week 1","Bachelor 2018"
"123",2018-01-02,0,"TX","Krystal needs to be stopped. 

#thebachelor","week 1","Bachelor 2018"
"124",2018-01-02,0,"FL","I can’t w Crystal the trainer 🤢 #thebachelor","week 1","Bachelor 2018"
"125",2018-01-02,0,"NY","Please tell me @MichaelRapaport is watching #thebachelor this season.","week 1","Bachelor 2018"
"126",2018-01-02,0,"VA","“All these girls are so cute. WTF.” Me every time I walk into a bar. #thebachelor","week 1","Bachelor 2018"
"127",2018-01-02,0,"FL","Omg this girl looks like a baby #thebachelor","week 1","Bachelor 2018"
"128",2018-01-02,0,"NC","hmmmmm I just decided what I’ll do for my limo entrance when I go on #thebachelor in 5 years 🌹","week 1","Bachelor 2018"
"129",2018-01-02,0.133333333333333,"TX","You might be too young for The Bachelor if you consider him to be “classic.” 

#thebachelor","week 1","Bachelor 2018"
"130",2018-01-02,0,"IN","#thebachelor is now trending in #Indianapolis

https://t.co/G66dCfnHhE https://t.co/YDZ78XVtpq","week 1","Bachelor 2018"
"131",2018-01-02,0,"MO","#thebachelor is now trending in #KansasCity

https://t.co/zdLrVe6FEq https://t.co/vdeuflLrAq","week 1","Bachelor 2018"
"132",2018-01-02,0.5,"PA","So many questions. So many judgements. 🙄🤔🌹 #thebachelor","week 1","Bachelor 2018"
"133",2018-01-02,0.7,"MA","This season is about to be SO good #thebachelor","week 1","Bachelor 2018"
"134",2018-01-02,0,"MA","Did anyone else just see that TurboTax commercial? #thebachelor https://t.co/YQTHRXzslw","week 1","Bachelor 2018"
"135",2018-01-02,0.3,"FL","Wow I love #thebachelor","week 1","Bachelor 2018"
"136",2018-01-02,0.1,"NY","If Arie keeps around a bunch of women who are younger than 27 we are going to know his real intentions #thebachelor","week 1","Bachelor 2018"
"137",2018-01-02,0,"FL","Not fond of Jessica... #thebachelor","week 1","Bachelor 2018"
"138",2018-01-02,-0.566666666666667,"DC","Seriously, what is he supposed to do with all these stupid gifts? #thebachelor","week 1","Bachelor 2018"
"139",2018-01-02,0,"TX","#thebachelor is now trending in #Dallas

https://t.co/u6KZv5Sf9X https://t.co/vO2zXMrXK6","week 1","Bachelor 2018"
"140",2018-01-02,0.1,"MA","My whole family is getting gratitude rocks for Christmas next year #thebachelor","week 1","Bachelor 2018"
"141",2018-01-02,0,"FL","One of these girls reminds me of @LaceMorris 😍 #thebachelor","week 1","Bachelor 2018"
"142",2018-01-02,0.5,"LA","@tiarachel91 is already my favorite #TheBachelor","week 1","Bachelor 2018"
"143",2018-01-02,0.0681818181818182,"IL","@umtrey (quietly &amp; matter-of-factly) “The new bachelor’s eyes are too close together.” #thebachelor","week 1","Bachelor 2018"
"144",2018-01-02,0,"OH","Where’s #Lace when you need her? #thebachelor https://t.co/Eflihc2Rxs","week 1","Bachelor 2018"
"145",2018-01-02,0,"FL","All the Lauren’s are in one like 😂 #thebachelor","week 1","Bachelor 2018"
"146",2018-01-02,0.25,"OH","Is the first episode of #thebachelor always this cringe-worthy? https://t.co/GU5FpvojHC","week 1","Bachelor 2018"
"147",2018-01-02,0,"NY","And yes I’m the only person not watching #thebachelor or #rosebowl","week 1","Bachelor 2018"
"148",2018-01-02,0.0722222222222222,"PA","This is insanity. CALM DOWN, ladies. #thebachelor","week 1","Bachelor 2018"
"149",2018-01-02,0,"NE","Recent masters graduate: AKA unemployed #thebachelor","week 1","Bachelor 2018"
"150",2018-01-02,0.136363636363636,"DC","New name for this show: Another Lauren. #thebachelor","week 1","Bachelor 2018"
"151",2018-01-02,0,"NY","FOUR LAURENS. bye. #thebachelor @BachelorABC","week 1","Bachelor 2018"
"152",2018-01-02,-0.115833333333333,"TN","The 3rd Lauren’s already a professional social media manager 🧐does that mean your Instagram game is bomb.... #IGqueen #thebachelor","week 1","Bachelor 2018"
"153",2018-01-02,-0.4,"PA","There could be 15 Laurens. Like it could be worse. #thebachelor","week 1","Bachelor 2018"
"154",2018-01-02,0.291666666666667,"NY","Holding all the Lauren’s for one moment was perfect. I will only ever enter rooms with three other Lauren’s from now on #thebachelor","week 1","Bachelor 2018"
"155",2018-01-02,0.35,"OH","I’m not going to be able to keep #TheLaurens straight #thebachelor https://t.co/Epj3jXWgii","week 1","Bachelor 2018"
"156",2018-01-02,0.408333333333333,"IL","Like lol omg so many Laurens! Who gives a shit. #thebachelor","week 1","Bachelor 2018"
"157",2018-01-02,0,"CO","Dammit I wish I was on #thebachelor this season. @ariejr swoop me up 🌹","week 1","Bachelor 2018"
"158",2018-01-02,-0.0833333333333333,"VA","Next time i show up to a first date I’ll bring a gratitude rock or another weird momento and see what they say #thebachelor","week 1","Bachelor 2018"
"159",2018-01-02,0,"OH","#thebachelor is now trending in #Columbus

https://t.co/qr88Tz0zLB https://t.co/mTIJCCIRbC","week 1","Bachelor 2018"
"160",2018-01-02,0,"PA","#thebachelor is now trending in #Pittsburgh

https://t.co/mTPSbcSvf0 https://t.co/M6YBrLFTPA","week 1","Bachelor 2018"
"161",2018-01-02,0.6,"GA","“A woman after my own heart”- Arie, forgetting that all of these women are there after his heart #thebachelor","week 1","Bachelor 2018"
"162",2018-01-02,0.052734375,"FL","Who asks someone to smell their pits when you first meet them??? This girl is a hot mess!!! #thebachelor","week 1","Bachelor 2018"
"163",2018-01-02,0,"TX","Bekah is so over this.

#thebachelor","week 1","Bachelor 2018"
"164",2018-01-02,0,"NE","Which you would have thought of that entrance or wish the producers gave it to you?? #thebachelor","week 1","Bachelor 2018"
"165",2018-01-02,-0.6,"AR","Chelsea is going to be CRAZY. 😂😂😂 #thebachelor","week 1","Bachelor 2018"
"166",2018-01-02,0.5,"NY","How many race car puns must we endure this season? #thebachelor https://t.co/9OzrApkg34","week 1","Bachelor 2018"
"167",2018-01-02,0,"TX","#thebachelor is now trending in #Austin

https://t.co/Grvhu9AjL2 https://t.co/Tmy9649ofx","week 1","Bachelor 2018"
"168",2018-01-02,0,"IL",". @Sarah_Hyland @WellsAdams @taymocha @PethDerek Instagram stories and snapchats while watching #thebachelor is alm… https://t.co/MaldG7kU65","week 1","Bachelor 2018"
"169",2018-01-02,0,"SC","I’m only here for #thebachelor tweets.","week 1","Bachelor 2018"
"170",2018-01-02,0,"NC","maquel...... not a fan #thebachelor","week 1","Bachelor 2018"
"171",2018-01-02,0.122222222222222,"MO","OKAY I seriously just really need to be friends with @tiarachel91 because she’s the cutest damn thing I’ve ever seen ❤️ #Bachelor","week 1","Bachelor 2018"
"172",2018-01-02,0,"FL","Yeah #thebachelor is back! #JanuArie","week 1","Bachelor 2018"
"173",2018-01-02,0,"PA","Say no to Chelsea #dayone #thebachelor","week 1","Bachelor 2018"
"174",2018-01-02,0,"NY","WAIT. #thebachelor has started?! omg where have i been.","week 1","Bachelor 2018"
"175",2018-01-02,0,"TX","Not liking these women....... at all..... #thebachelor","week 1","Bachelor 2018"
"176",2018-01-02,0.136363636363636,"LA","Chelsea the new Corinne ? 🙃 #thebachelor #shecanleavenow","week 1","Bachelor 2018"
"177",2018-01-02,-0.3,"MA","Arie needs to be put in jail for that ""silly selfie"" face he just made. #thebachelor","week 1","Bachelor 2018"
"178",2018-01-02,-0.5,"DC","Fwiw Ben needs to work on his “silly face.” 😜 #thebachelor","week 1","Bachelor 2018"
"179",2018-01-02,0,"CA","It’s time finally!! #thebachelor","week 1","Bachelor 2018"
"180",2018-01-02,0,"CA","Who's watching #thebachelor!? 🙋🏼","week 1","Bachelor 2018"
"181",2018-01-02,0.25,"CA","*taking notes on each girl Arie meets on the first episode* #thebachelor","week 1","Bachelor 2018"
"182",2018-01-02,-0.0499999999999999,"CA","I am watching #thebachelor and he seems like a nice boy with bad hair","week 1","Bachelor 2018"
"183",2018-01-02,0.5,"WA","“I grew up around cars” 
Alright place your bets for how many times the ladies will say that tonight #thebachelor","week 1","Bachelor 2018"
"184",2018-01-02,0,"CA","Maquel is 23. 2. 3. #what #thebachelor","week 1","Bachelor 2018"
"185",2018-01-02,0.40625,"CA","Omg who’s watching the #Bachelor tonight?! I just love Ari ❤️ hope he finds a real woman!! #BachelorNation #thebachelor","week 1","Bachelor 2018"
"186",2018-01-02,0,"CA","@tiarachel91 you are adorable🤗","week 1","Bachelor 2018"
"187",2018-01-02,0.6,"RI","The suspense I got waiting for Maquel to get a rose #thebachelor","week 1","Bachelor 2018"
"188",2018-01-02,0.0625,"CA","Bf saw a headline that said “age will be a major topic on this season of #thebachelor” &amp; now he keeps coming into t… https://t.co/nz2Yf5qrxj","week 1","Bachelor 2018"
"189",2018-01-02,1,"CA","OMG the girl from Weiner, Arkansas had the best intro #thebachelor","week 1","Bachelor 2018"
"190",2018-01-02,0,"NY","How is Arie supposed to make a decision? Based on who he likes? #thebachelor","week 1","Bachelor 2018"
"191",2018-01-02,0.15,"CA","Thank god #thebachelor is back so I have one more excuse to scream in fury at my tv","week 1","Bachelor 2018"
"192",2018-01-02,0,"WA","40 minutes in and there are already some ladies who need to leave #thebachelor","week 1","Bachelor 2018"
"193",2018-01-02,0,"WA","Anyone else notice how there are a lot of Emily lookalikes 😳 #thebachelor","week 1","Bachelor 2018"
"194",2018-01-02,0,"CA","Let’s all guess bekah’s age! #bekahsage 21 or under? She’s gotta be over 10 years younger! #thebachelor you can’t fool us","week 1","Bachelor 2018"
"195",2018-01-02,0.45,"CA","I feel like Arie spent months practicing his best Jim Halpert impression to prepare for this season of #thebachelor","week 1","Bachelor 2018"
"196",2018-01-02,0,"CA","Of course they put all the Laurens in the same limo OF COURSE #thebachelor","week 1","Bachelor 2018"
"197",2018-01-02,0,"CA","Did they put all the Lauren’s in the same limo? #thebachelor","week 1","Bachelor 2018"
"198",2018-01-02,0,"CA","You’re Lauren too? No! I’m Lauren 3. You’re Lauren 2 #thebachelor","week 1","Bachelor 2018"
"199",2018-01-02,0,"CA","Omg ravennnnnnn #thebachelor","week 1","Bachelor 2018"
