,city,date,polarity,state,text
36,Bethesda,Thu Mar 14 15:32:02 +0000 2019,0.45,MD,"Can’t wait to celebrate tomorrow the most beautiful #Bridetobe, The Big Boss Babe, my sister😍 #bacheloretteweekendcountdown"
37,Lanham,Thu Mar 14 15:51:29 +0000 2019,0.53828125,MD,wow this kid from my job is going to be on the bachelorette. I’m famous !!!
38,Arvada,Thu Mar 14 15:58:36 +0000 2019,0.0,CO,I still just want to know how @CassieRandolph can just ditch out on SLP school like this for the bachelor...meanwhi… https://t.co/b6kenFzSe3
39,Richmond,Thu Mar 14 19:08:23 +0000 2019,0.3125,VA,@bachelorbitch_ K thought that when the first 5 came out! Do these guys have names??
40,Jacksonville Beach,Thu Mar 14 19:12:38 +0000 2019,0.0,FL,‘Biz20’ has me flying like and eagle for the bachelor party @BizNasty2point0 https://t.co/sS30ZqLU2y
41,Tallahassee,Thu Mar 14 19:14:38 +0000 2019,0.0,FL,"I CAN SEE THE  F U T U R E
 #thebachelor"
42,Tallahassee,Thu Mar 14 19:16:44 +0000 2019,-0.5,FL,I have an effing useless talent where I can pick #thebachelor winner on night one
43,Bronx,Thu Mar 14 19:19:53 +0000 2019,1.0,NY,Getting off book for a scene from @LeslyeHeadland’s #bachelorette for class.  @LineLearner for the win! Now I can b… https://t.co/MCji8xuWO6
44,Mount Washington,Thu Mar 14 19:29:28 +0000 2019,0.10000000000000003,KY,"Crazy how you disappear for months and never reach out and expect us fly to Miami for your bachelorette party, and… https://t.co/yIFEnvz5Oi"
45,Paramus,Thu Mar 14 19:30:02 +0000 2019,0.3,NJ,You know Colton May not have done what every bachelor does... but this ending proves what my mom had told me since… https://t.co/hFeHmyOdNa
46,Mount Washington,Thu Mar 14 19:30:04 +0000 2019,0.10000000000000003,KY,"Crazy how you disappear for months and never reach out and expect  to fly to Miami for your bachelorette party, and… https://t.co/tUEsUMRZtd"
47,Mesquite,Thu Mar 14 19:32:24 +0000 2019,0.0,TX,finna rewatch the bachelor ON HULU
48,Belleville,Thu Mar 14 19:36:18 +0000 2019,0.25,IL,So many people have nominated me for the next bachelor and I am pumped
49,South San Francisco,Thu Mar 14 18:04:29 +0000 2019,0.7,CA,This is the kind of bachelor show I will want to see lol
50,San Francisco,Thu Mar 14 18:04:48 +0000 2019,0.0,CA,I went to the St Louis Community College for a paralegal certificate nearly ten years after earning my bachelor's i… https://t.co/eRi5TX13ur
51,Manahawkin,Thu Mar 14 18:08:24 +0000 2019,0.0,NJ,All time fav bachelor couple
52,Las Vegas,Thu Mar 14 18:09:44 +0000 2019,0.5625,NV,"@Nicolette__xo Go throw some money sometime honey! 🤤🥰 you’ll love it. I don’t work in a club,
I do bachelor parties but I do love the club!"
53,West Hartford,Thu Mar 14 18:15:31 +0000 2019,0.1,CT,"Arsenault, a Massachusetts native, earned a bachelor's degree in psychology and rhetoric and professional writing f… https://t.co/ywxmuWbbwj"
54,San Jose,Thu Mar 14 18:19:58 +0000 2019,0.13636363636363635,CA,I think we all know Tayshia should have been the new bachelorette @TayshiaAdams 😍
55,Cookeville,Thu Mar 14 18:35:01 +0000 2019,0.0,TN,#thebachelor #coltonandcassie
56,Beverly Hills,Thu Mar 14 18:35:59 +0000 2019,0.4,CA,You will all enjoy this ... 😂 when in rodeo drive #ThebachelorUK https://t.co/Iksi5kmuCj
57,Crestwood Village,Thu Mar 14 18:37:08 +0000 2019,0.0,NJ,@BachelorNation Poorest female choice for bachelorette!!!
58,San Francisco,Thu Mar 14 18:39:23 +0000 2019,0.0,CA,bruh why is my chem class talking abt the bachelor and the bachelorette im- ?????
59,Gilbert,Thu Mar 14 18:40:47 +0000 2019,0.2,AZ,I have a bachelorette party tonight and really don’t want to Uber by myself all the way from Tempe to Gilbert soooo… https://t.co/VjgngiVn3c
60,Dargin,Thu Mar 14 18:47:12 +0000 2019,-0.390625,AL,@amandara33 I’m throwing his bachelor party and i mean it!
61,Anaheim,Thu Mar 14 18:52:38 +0000 2019,0.0,CA,The only bachelor show I’ll be watching 😂
62,Denver,Thu Mar 14 18:58:12 +0000 2019,0.3375,CO,"Spent Saturday celebrating our Bride-to-be thegambaloo. 35 days till #snappacabana in Jamaica! 
Happy bachelorette… https://t.co/fJnjxyzRY6"
63,Tuscaloosa,Thu Mar 14 22:03:16 +0000 2019,0.0,AL,his girl just called into the paul finebaum show to tell him that hannah b is going to be the next bachelorette &amp; s… https://t.co/gEh7OfhzD2
64,Manhattan,Thu Mar 14 22:13:21 +0000 2019,0.4,NY,Sending the bachelor franchise a ring light https://t.co/In9oZVHY9x
65,Brooklyn,Thu Mar 14 22:14:34 +0000 2019,0.3,NY,Oh wow. I love this. #bachelornation #thebachelorette
66,Owensboro,Thu Mar 14 22:35:35 +0000 2019,0.0,KY,Just a bachelor lookin for a partner
67,Winchester,Thu Mar 14 22:37:49 +0000 2019,0.0,NV,I feel like i need to become the female bachelor
68,Mesquite,Thu Mar 14 22:45:15 +0000 2019,0.0,TX,I have to go to Houston this weekend for my cousins bachelorette party...I have no mood to drive or to go out this weekend
69,Kettering,Thu Mar 14 22:51:37 +0000 2019,0.0,OH,@1followernodad But a man is a “bachelor” till he dies.
70,Morehead,Thu Mar 14 22:57:39 +0000 2019,0.0,KY,The bachelors we never thought we needed
71,St Louis Park,Thu Mar 14 20:05:24 +0000 2019,-0.15000000000000002,MN,Already the most annoying couple on the internet. #thebachelor #bachelor
72,Carlsbad,Thu Mar 14 20:22:01 +0000 2019,0.13636363636363635,CA,@jenaaa4 Manifest. Siren. The newest season of the bachelor. Vanderpump season 6. New season of keeping up with the… https://t.co/jGwCcFUwh7
73,Los Angeles,Thu Mar 14 20:24:50 +0000 2019,0.8,CA,@BearDaBeast23 Looks like a bachelor pad type frig lol that ranch tho 😂
74,Manteca,Thu Mar 14 20:43:25 +0000 2019,0.4,CA,MAN none of hannah b’s contestants are attractive so now I can’t go on the next season of the bachelor for whoever her loser is #planruined
75,San Diego,Thu Mar 14 20:54:09 +0000 2019,0.1,CA,"Wild nights with some wild ladies 💕😆💍👰🏽🍾🎉🎊🥂☀️🍍
•
•
#seeyousalas #karlasbach #bacheloretteparty #bacheloretteweekend… https://t.co/ixPKX9CCQH"
76,Crystal,Thu Mar 14 20:56:03 +0000 2019,0.0,MN,"Selfie💋 #bachelornation @ Crystal, Minnesota https://t.co/VMlKfvy7sY"
77,El Paso,Thu Mar 14 14:15:28 +0000 2019,0.0,TX,"If Cassie took a semester off from grad school to be on the bachelor, can I also take a semester off to work on Beto’s campaign?"
78,Missouri City,Thu Mar 14 14:19:58 +0000 2019,0.0,TX,"@ElieNYC Also, to be the “white Obama” all you need is a bachelors degree in ENGLISH. 🤷🏽‍♂️"
79,State College,Thu Mar 14 14:20:12 +0000 2019,0.0,PA,"@JohnPaulFAL @TarquiniusJ @MadDogRadio @EvCoRadio @Babchik I could see that, they have people watching them that wa… https://t.co/S53cbT0fN4"
80,Eagan,Thu Mar 14 14:35:41 +0000 2019,-0.05,MN,Boy the bachelor cast for next season is ROUGH https://t.co/lGvz2pJMkv
81,Rancho San Diego,Thu Mar 14 14:39:04 +0000 2019,-0.25,CA,Reviews on Tuesday’s tell all bachelor... Cassie is a joke as well as Colton. This entire season seems so fake and… https://t.co/lN7wJdKy6Z
82,Missouri City,Thu Mar 14 14:45:40 +0000 2019,0.0,TX,@perlmutations @BetoORourke In addition to my physics background I have a bachelors in visual &amp; public art
83,Oro Valley,Thu Mar 14 14:50:43 +0000 2019,-0.3083333333333333,AZ,"@BBCWorld Supporters are same people who watch the bachelor and other stupid ""reality "" shows."
84,Northville,Thu Mar 14 14:54:33 +0000 2019,-0.7999999999999999,MI,the bachelor is stupid.
85,Frenchtown,Thu Mar 14 14:55:26 +0000 2019,-0.25,MI,@realChadJohnson It literally was the most BORING bachelor ever everyone sucked @colton and all the girls except Demi
0,Winchester,Fri Mar 15 18:17:46 +0000 2019,0.0,VA,I'm a @lfccedu grad! I'm a software engineer now after transferring to @ODU and getting my bachelor's in computer s… https://t.co/QOJ3aJIJfw
1,Austin,Fri Mar 15 18:17:57 +0000 2019,0.0,TX,@bachelorbux @EastSideKingATX Australia house no badge
2,Austin,Fri Mar 15 18:19:58 +0000 2019,0.0,TX,@bachelorbux @EastSideKingATX Coffee and food
3,Austin,Fri Mar 15 18:29:56 +0000 2019,0.0,TX,@bachelorbux @EastSideKingATX Open bar at Australia
4,Oxford,Fri Mar 15 18:31:06 +0000 2019,0.0,AL,packed justin’s bag for his bachelor trip &amp; I wrote a note for when to wear each outfit bc he’s never been on vacation without me before 😂
5,Shelton,Fri Mar 15 18:37:32 +0000 2019,0.06818181818181818,CT,"Gateway community college, New haven CT. After I graduated I went on to get my bachelors in Political Science."
6,Suwanee,Fri Mar 15 18:58:50 +0000 2019,0.0,GA,Can someone gif Antoni telling that bachelor party to drink water in between? Because I feel that's my permanent vibe.
7,Central,Fri Mar 15 12:11:26 +0000 2019,0.8,LA,Lol at girls that didn’t end up with the bachelor that are dissing his haircut😂 Courtney i bet if you woulda ended… https://t.co/pJG4e8evQD
8,La Crosse,Fri Mar 15 12:21:35 +0000 2019,0.5,WI,"I love @colton and @CassieRandolph like, it’s okay to leave the bachelor and NOT BE ENGAGED. Everybody loves and mo… https://t.co/t2mTuZmVK2"
9,Cleveland,Fri Mar 15 12:26:27 +0000 2019,0.0,OH,"It’s finally Friday 👏🙌🏻💜🙋🏼what are your plans for the weekend?? 

In hosting a Private bachelorette baking class to… https://t.co/gJR2gt7vbr"
10,Los Angeles,Fri Mar 15 12:40:55 +0000 2019,0.0,CA,@joannaeswan @LATenantsUnion Here's how times took a behemoth step backwards.. February 1974 . Furnished bachelor o… https://t.co/V3DOhqqI7j
11,McKinney,Fri Mar 15 23:03:04 +0000 2019,0.0,TX,"may or may not just now be watching the bachelor finale but

question: why did colton not come to me? i know what i… https://t.co/NJKnB5zCza"
12,Austin,Fri Mar 15 23:23:58 +0000 2019,0.0,TX,@bachelorbux Where?
13,Chicago,Fri Mar 15 23:30:50 +0000 2019,0.0,IL,cassie from the bachelor is actually just hilary duff
14,Monrovia,Fri Mar 15 23:31:39 +0000 2019,-0.05000000000000002,CA,@RikDaddy @Kliao65 Forced bachelor party artist haha
15,Suffolk,Fri Mar 15 23:46:45 +0000 2019,0.8,VA,Happy Birthday bro @BigMikeJohnson_ 🏋🏽‍♂️💉
16,Crystal,Fri Mar 15 23:48:54 +0000 2019,1.0,MN,"Happy Friday evening everyone!  #bachelornation @ Crystal, Minnesota https://t.co/lpcczkh3Lt"
17,Dix Hills,Fri Mar 15 19:21:08 +0000 2019,-0.09999999999999998,NY,"So this is blowing up, nominate me for bachelorette I’m lonely"
18,North Augusta,Fri Mar 15 19:24:20 +0000 2019,0.075,SC,"Glad to get one last round of golf in as a bachelor, especially with these guys. https://t.co/Rvq20MgFgX"
19,White Oak,Fri Mar 15 19:31:46 +0000 2019,0.0,PA,"@ChrisMuellerPGH The bachelor, all the dance shows, all the singing shows, talent shows, are because the networks c… https://t.co/5q4dJMqeg1"
20,Sioux Falls,Fri Mar 15 22:22:52 +0000 2019,0.390625,SD,@ZachCole23 @keelss_ Hahahaha zach you’re now a bachelor fan!!!
21,Dallas,Fri Mar 15 22:28:16 +0000 2019,0.0,TX,"Zion, KD, anything that involves punting Devin Harris and THJ into the sun"
22,Indianapolis,Fri Mar 15 22:35:11 +0000 2019,0.45,IN,Free tip for you eligible bachelors out there on dating apps: make sure your pics don't make you look like a serial killer...
23,Sterling Heights,Fri Mar 15 22:46:48 +0000 2019,0.2857142857142857,MI,Who in their right mind makes a bachelorette party start at 3 pm on a FRIDAY. How privileged do you have to be to e… https://t.co/7pyiU518F0
24,Grand Prairie,Fri Mar 15 11:56:09 +0000 2019,-0.275,TX,I worked the evening to night shift and usually got off fairly late. One night there was a bachelorette party at th… https://t.co/tx20lf1iO1
25,Ellicott City,Fri Mar 15 14:09:48 +0000 2019,0.35,MD,"#tb to Nick’s bachelor party, where we almost died and met Jesus Christ at Ninja Warrior and celebrated our surviva… https://t.co/WHCWwxbOqX"
26,Kent,Fri Mar 15 14:10:23 +0000 2019,0.0,OH,Dude why are all of the bachelorette contestants UGLYYYYYY
27,Philadelphia,Fri Mar 15 14:30:03 +0000 2019,0.0,PA,Nawww I’m lying Father-son bachelor pad 4Lyfe
28,Ottumwa,Fri Mar 15 14:32:57 +0000 2019,0.0,IA,"EP 178: Drug-induced hallucinations, disembodied hookers, and Siamese twins. No, it's not Andy's upcoming bachelor… https://t.co/TfAWzpCJDN"
29,Jupiter,Fri Mar 15 14:41:21 +0000 2019,0.13636363636363635,FL,"Well, I gotta root for my home town boy, Tyler C, for the new #bachelorette https://t.co/qNxYF3QzOA"
30,Los Angeles,Fri Mar 15 21:17:21 +0000 2019,0.0,CA,"I just paid $350 for my sash...

You only get your bachelor’s once 🤷🏼‍♀️"
31,Savannah,Fri Mar 15 21:30:09 +0000 2019,0.85,GA,bachelor parties are awesome you’re a good looking dude can pull any hoochie here but you found the hoochie of your… https://t.co/gv1NAvOo2G
32,Los Angeles,Fri Mar 15 21:31:27 +0000 2019,0.75,CA,"@caelynnmk you’ll always have our rose! 🌹 #pixster #photobooth .
.
.
.
.
.
#bachelor #bachelorette #picoftheday… https://t.co/6gbEaWXpik"
33,Villas,Fri Mar 15 21:34:07 +0000 2019,-0.5,FL,"I just find it weird that people on the bachelor/bachelorette together can all just be friends.

Just me?"
34,Durham,Fri Mar 15 21:34:51 +0000 2019,0.0,NC,"I have a bachelor’s degree and an associates degree. My unused bachelor’s degree would have earned me $30,000/yr. M… https://t.co/9TiSzYJ2qH"
35,Shreveport,Fri Mar 15 21:43:56 +0000 2019,0.0,LA,I’ll be starting the process to getting my bachelors degree from @Nsula Fall 19.. https://t.co/D78LR6hJiU
36,St George,Fri Mar 15 21:56:10 +0000 2019,0.0,UT,Lmaooo what if Cassie told Colton no sex til marriage 😂😂😂 #bachelor
37,Washington,Fri Mar 15 20:11:22 +0000 2019,0.0,DC,I QUIT DRINKING! Actually though I'm quitting until April 6th when I head to Vietnam for a bachelor party. And hone… https://t.co/oK6WASKpm2
38,Logan,Fri Mar 15 20:15:55 +0000 2019,0.0,UT,"dating in utah is like a season of the bachelor except it never ends, contestants never actually get sent home, and there’s no engagement"
39,Manhattan,Fri Mar 15 20:24:01 +0000 2019,0.0035714285714285587,NY,now that's absurd. sounds like a fun game ;) haha site has other fun bachelorette games/props https://t.co/b7H7lJ7wuR
40,Hurst,Fri Mar 15 20:40:30 +0000 2019,-0.5666666666666668,TX,"So yes, my measly bachelors and masters degrees from a “backwoods liberal university” cost me 3x what it should hav… https://t.co/e1LekBna8R"
41,Chicago,Fri Mar 15 16:18:43 +0000 2019,0.09583333333333335,IL,Waiting for the red line witnessing a breakup more dramatic than the bachelor finale lmao it’s the little things #grateful
42,Bedford,Fri Mar 15 16:22:09 +0000 2019,0.09166666666666667,MA,"@RealMuckmaker Lindsey, but only after he comes clean about the reasons behind his confirmed bachelorhood."
43,Washington,Fri Mar 15 16:25:51 +0000 2019,0.0,DC,I QUIT DRINKING! Actually though I'm quitting until April 6th when I head to Vietnam for a bachelor party. And hone… https://t.co/HsN9wI3hun
44,Panama City Beach,Fri Mar 15 16:34:01 +0000 2019,0.6,FL,My man from senior retreat at Trinity Brian Bowles really about to be on the bachelor. This is gonna be legendary
45,Panama City Beach,Fri Mar 15 16:40:13 +0000 2019,0.6,FL,My man from senior retreat at Trinity Brian Bowles really about to be on the bachelorette. This is gonna be legendary
46,Hickory,Fri Mar 15 16:51:56 +0000 2019,0.0,NC,i’ve never watched the bachelor or bachelorette but I am cryingggg 😂😂😂😂
47,Brooklyn,Fri Mar 15 15:01:03 +0000 2019,0.5,NY,Today marks 7 years since I moved into my bachelor pad. I'd love to relive those 7 years if these walls could talk
48,Cedar Rapids,Fri Mar 15 15:05:58 +0000 2019,-0.125,IA,i did not watch the bachelor but Cassie and Colton’s posts about each other have me in tears
49,Memphis,Fri Mar 15 15:22:24 +0000 2019,0.0,TN,"Lincoln Land Community College (Springfield, IL) &amp; received my bachelor degree from the University of Memphis. I'm… https://t.co/OujncmumNT"
50,Austin,Fri Mar 15 17:41:48 +0000 2019,0.875,TX,@bachelorbux @EastSideKingATX Loooks good! Yum.
51,Austin,Fri Mar 15 17:44:34 +0000 2019,0.0,TX,@bachelorbux @EastSideKingATX Where
52,Greenwood,Fri Mar 15 17:57:55 +0000 2019,0.0,IN,3 weeks until @encH_A_Nted bachelorette party 🥂
0,Manhattan,Sat Mar 16 20:51:29 +0000 2019,0.21212121212121213,NY,"Only in America can someone buy you a drink and say ""I love your scarf – are you the new bachelor? My son (present)… https://t.co/LZAKN7t7BD"
1,McKinney,Sat Mar 16 20:59:58 +0000 2019,0.0,TX,I went to @SAC_PR and ended up graduating from @UTSA with with a bachelors in Poly Sci and @TexasTech with a Master… https://t.co/8lSRbCJqua
2,Fort Worth,Sat Mar 16 22:00:49 +0000 2019,-0.008333333333333333,TX,why all the bachelorette contestants look like vacuum salesmen
3,Hoboken,Sat Mar 16 22:14:14 +0000 2019,0.12083333333333333,NJ,You though your meal ticket was a bachelors degree in a major that is useful by itself only as a portal for grad sc… https://t.co/WO67Xyr2Pd
4,Hoboken,Sat Mar 16 22:16:31 +0000 2019,0.12083333333333333,NJ,You thought you had a meal ticket w/ a bachelors degree in a major that is useful by itself only as a portal for gr… https://t.co/qefp5D92mh
5,Nashville,Sat Mar 16 22:43:16 +0000 2019,0.5,TN,I’ve never seen so many bachelorette parties in one city
6,Monroe,Sat Mar 16 22:44:19 +0000 2019,-0.7,MI,@TMZ Worse bachelor @colton ever every was so boring
7,Eastvale,Sat Mar 16 22:57:31 +0000 2019,0.0,CA,"The bachelor is breaking my heart :,("
8,Manhattan,Sat Mar 16 22:58:02 +0000 2019,0.0,NY,"To destress, I pretend I am unemployed and have my bachelors degree"
9,Chicago,Sat Mar 16 16:01:28 +0000 2019,0.5,IL,Y’all asked for Hannah b to be bachelorette. Now y’all complaining. Okay. #TheBachelor
10,Chicago,Sat Mar 16 16:01:47 +0000 2019,0.0,IL,I was always and am forever #caelynnforbachelorette #TheBachelor
11,Austin,Sat Mar 16 16:06:41 +0000 2019,0.2,TX,"If one of my friends ever makes me work out for their bachelorette party, I will straight up leave. We’re supposed… https://t.co/jFNV0LSoBh"
12,Brooklyn,Sat Mar 16 16:38:03 +0000 2019,-0.1,NY,"Me: Yes, of course I’ll be your maid of honor!

Sister: Absolutely no strippers. If we go to Mexico for my bachelor… https://t.co/ZmQe7qz4on"
13,Manhattan,Sat Mar 16 16:56:59 +0000 2019,0.0,NY,"@mimisketches @TadStones @SamanthaCKing Just FYI, from a non US perspective, a bachelors degree helped me@get a vis… https://t.co/thtqrefMyw"
14,Brooklyn,Sat Mar 16 15:48:32 +0000 2019,-0.1,NY,"Me: yes, of course I’ll be your maid of honor!

Sister: Absolutely no strippers. If we go to Mexico for my bachelor… https://t.co/OVy49lrItx"
15,Grand Rapids,Sat Mar 16 19:21:11 +0000 2019,0.13636363636363635,MI,I'm here to see these new bachelor's get dragged on the internet.
16,Ojai,Sat Mar 16 19:26:05 +0000 2019,-0.06666666666666672,CA,"I did not win the heart of the Bach but I did have a bloody good time trying to!!!!!
thebacheloruk @MarkWright_… https://t.co/ilI06H4ykG"
17,Crystal,Sat Mar 16 19:30:29 +0000 2019,0.0,MN,"White chicks #bachelornation @ Crystal, Minnesota https://t.co/ELM1oOr36c"
18,Desoto,Sat Mar 16 19:32:44 +0000 2019,0.0,TX,@callmebbygrl_ Gave me the chance to graduate with a bachelors at 20
19,Atlanta,Sat Mar 16 19:39:04 +0000 2019,0.0,GA,"@HuffPost Woah, her bachelors in English didn’t get her a bunch of jobs?"
20,Akron,Sat Mar 16 14:51:35 +0000 2019,0.5,OH,I voted for #TeamColton on @TyltEnt—Colton Underwood is my favorite bachelor https://t.co/lJsefPKAjv
21,Salina,Sat Mar 16 14:53:28 +0000 2019,0.0,KS,Stopped by the local @VictoriasSecret to pick up a gift for a bachelorette party this weekend and tbh will be my la… https://t.co/mxdU53Rw3M
22,Warrenville,Sat Mar 16 23:21:34 +0000 2019,0.0,IL,At a bachelor party tonight. On St. Patrick's Day.
23,San Francisco,Sat Mar 16 23:27:25 +0000 2019,0.7,CA,When your place doesn’t scream “bachelor pad” just add 60 lbs of speakers and you’re good to go. https://t.co/vDgJvMzIkr
24,Charlottesville,Sat Mar 16 23:51:25 +0000 2019,0.0,VA,Here to see Mumford and Sons for Martha’s Birthday. (@ John Paul Jones Arena for Mumford &amp; Sons Delta Tour in Charl… https://t.co/HAfgoNepNV
25,Boulder City,Sat Mar 16 23:53:22 +0000 2019,0.2,NV,I bet this girl is gonna spill so much tea about this dude on @ExOnTheBeach once he gets sent home on the bachelore… https://t.co/g4iDRaj5My
26,Abbottstown,Sat Mar 16 23:56:53 +0000 2019,0.0,PA,@MikeJohnson2045 @Thomas1774Paine She back at court.
27,Chicago,Sat Mar 16 21:03:31 +0000 2019,0.3715909090909091,IL,Anyone getting married? I wanna throw a bachelorette party just for the fun of it. I'll be your new bff. Lol #TheUltimateGNO
28,Laredo,Sat Mar 16 21:06:59 +0000 2019,0.0,TX,Rooting for Cameron on the bachelorette🥳😅
29,Manhattan,Sat Mar 16 21:34:36 +0000 2019,0.0,NY,My sister’s coworker John Paul is one of Hannah B’s men on the upcoming bachelorette and there is a running pool at… https://t.co/LQRZ0vR1od
30,Enterprise,Sat Mar 16 21:37:36 +0000 2019,0.3,NV,If i was on the bachelorette I would jump ship lmao GROSS
