,city,date,polarity,state,text
10,Hooks,Fri May 18 21:39:22 +0000 2018,0.0,TX,@jimmyjamny @JohnPaulFAL @TonyD2155 @millhouse77777 @packersfan86 @mushwear @Babchik @EvCoRadio @jpwilson1982… https://t.co/3wQfIY4N2K
11,Malta,Fri May 18 21:39:47 +0000 2018,0.0,NY,@willdavidtripp1 @JohnPaulFAL @TonyD2155 @millhouse77777 @packersfan86 @mushwear @Babchik @EvCoRadio @jpwilson1982… https://t.co/52TmoXN4lX
12,Pelham,Sat May 19 02:59:11 +0000 2018,0.6000000000000001,AL,@CoachCola_JcFb @CoachJoeyJones Fantastic. Joey is a great coach.
13,Malta,Sat May 19 03:04:13 +0000 2018,0.0,NY,@Tropes1406 @mushwear @packersfan86 @Babchik @EvCoRadio @jpwilson1982 @JohnPaulFAL @FalQueen @UCONNAl @JoelNajera… https://t.co/WD1jBBJkLY
0,Dearborn,Sun May 20 06:15:44 +0000 2018,0.0,MI,@Tofu Joey Jones Pizzeria
1,Portland,Sat May 19 22:02:10 +0000 2018,-0.16666666666666666,OR,@JohnPaulBunyan @HowardNybx @MuslimIQ He was black so that's why
2,Carolina,Sun May 20 01:50:31 +0000 2018,0.0,SA,@carritoecompra @JohnPaulRM Mamón
0,Edison,Sun May 20 22:50:20 +0000 2018,0.0,NJ,@JohnPaulWhearty @Jimcorrsays you are from Dundalk?
1,Edison,Sun May 20 22:52:20 +0000 2018,0.1,NJ,@JohnPaulWhearty @Jimcorrsays Ha thought as much I did a double take at that tweet
2,Dallas,Mon May 21 02:49:43 +0000 2018,0.0,TX,"@JohnPaulW34 What about last year’s playoff blowout, let the Spurs get theirs so you can hit the offseason early...… https://t.co/Anccltw3aF"
0,Denver,Tue May 22 01:51:22 +0000 2018,0.06818181818181818,CO,"Appreciate you! Once I get a new charger in the mail, Devin Harris is next! https://t.co/stQEek1U3S"
1,Vermillion,Tue May 22 01:57:34 +0000 2018,0.0,SD,look what dis man Mike Johnson did to his grandma😂😂😂😂 https://t.co/2MB0iDv7xM
2,New Orleans,Mon May 21 19:58:31 +0000 2018,0.75,LA,@RepMikeJohnson Using the money for healthcare and jobs for veterans would be more wonderful.
0,Winchester,Tue May 22 19:56:31 +0000 2018,1.0,NV,@JohnPaulKavana3 Great!
0,Sheffield,Wed May 23 18:55:56 +0000 2018,-0.075,AL,Due to the possible weather threat Graduation will be held inside the Mike Johnson Rec. Center 7 p.m. Friday 5/25/1… https://t.co/INBmflGbWS
1,Arlington,Wed May 23 23:46:54 +0000 2018,0.0,VA,@JohnPaul_USA @roswell2001 This is all Broadway spectacle. I call it Trumpleton
2,Buffalo,Thu May 24 00:00:27 +0000 2018,0.5,NY,Syracuse Chiefs take a 7-0 lead on the Buffalo Bisons after Hunter Jones blasts a grand slam in the 8th. #MiLB
0,Birmingham,Fri May 25 05:49:12 +0000 2018,0.0,MI,@JohnPaul48 Their stock app
1,Houston,Thu May 24 21:19:31 +0000 2018,0.0,TX,@JohnPaulSports I agree
2,Arlington,Thu May 24 21:37:28 +0000 2018,0.0,TX,"@ronmurrayjr is on the scene with 
Coach George Teague &amp; #JohnPaulIICardinals Football! Today they got their… https://t.co/r88WSuHDtC"
0,Tallahassee,Fri May 25 18:47:38 +0000 2018,0.0,FL,@realDonaldTrump @NavalAcademy And fighting sailors from John Paul Jones to Bull Halsey wept.
0,Crofton,Sat May 26 19:39:20 +0000 2018,0.050000000000000024,MD,"Different channel same countdown 
#326- ZEP - Good Times Bad Times
..... wow John Paul Jones is really rolling on this one"
0,Round Rock,Sun May 27 22:22:07 +0000 2018,0.0,TX,@johngranato @JohnPaulHOU @KGJoseph Giles hasn't pitched in awhile and the Astros are trying to limit Devo's inning… https://t.co/zJZgF2hJpT
1,Round Rock,Sun May 27 22:23:25 +0000 2018,0.0,TX,@JohnPaulHOU @johngranato @KGJoseph I agree. Devo should not have started the 9th inning.
2,Houston,Sun May 27 22:25:03 +0000 2018,0.0,TX,@JohnPaulHOU No it doesnt.....
3,Round Rock,Sun May 27 22:28:54 +0000 2018,-0.35,TX,@JohnPaulHOU @johngranato @KGJoseph I don't even think using Giles was questionable. He hasn't pitched in a few day… https://t.co/fGgEIjHkrK
4,Round Rock,Sun May 27 22:31:48 +0000 2018,0.16666666666666669,TX,"@johngranato @JohnPaulHOU @KGJoseph Yes, John, it is so easy to question after a bitter loss. If Devo had started t… https://t.co/y9IuIKQtQZ"
5,Round Rock,Sun May 27 22:32:12 +0000 2018,0.0,TX,"@johngranato @JohnPaulHOU @KGJoseph Thank you, hindsight manager. You seem to have all the answers after the fact."
6,Round Rock,Sun May 27 22:59:42 +0000 2018,0.0,TX,"@johngranato @JohnPaulHOU @KGJoseph No, you seem to be using hindsight managing. Do you recall the bullpen meltdown… https://t.co/3s2pTX9ug0"
7,Round Rock,Sun May 27 23:00:52 +0000 2018,0.0,TX,@johngranato @JohnPaulHOU @KGJoseph Those complaining about not using Devo in the 9th inning today are the same one… https://t.co/V3v6DV5o9g
8,Round Rock,Sun May 27 23:14:45 +0000 2018,-0.1,TX,"@johngranato @JohnPaulHOU @KGJoseph You see, John, this is how hindsight managers operate. Even if he had closed ou… https://t.co/NG78oLbtfl"
9,Round Rock,Sun May 27 23:43:30 +0000 2018,0.0,TX,@johngranato @JohnPaulHOU @KGJoseph That's the quickest way to pile up a relievers innings.
10,Round Rock,Sun May 27 23:52:05 +0000 2018,0.5,TX,"@johngranato @JohnPaulHOU @KGJoseph Also, John, the manager didn't overthink it. The Astros had the top rated bullp… https://t.co/KXnbJDVEk2"
11,Racine,Mon May 28 00:22:36 +0000 2018,0.0,WI,@RepMikeJohnson That is even bigger that the 1%! https://t.co/LpOUqINof9
12,Houston,Mon May 28 00:46:30 +0000 2018,-0.4,TX,@RoundRockTim @johngranato @JohnPaulHOU @KGJoseph How can the manger over think a game when he's sitting in the tun… https://t.co/L0MN9i0uwU
13,Delmar,Mon May 28 01:29:26 +0000 2018,0.0,NY,@JohnPaulHOU Ugh
0,Norman,Tue May 29 00:35:33 +0000 2018,0.0,OK,@NotGayJohnPaul @garrettgappa But isn’t all that apart of the job description of being a server?
1,Norman,Tue May 29 00:49:20 +0000 2018,0.0,OK,"@garrettgappa @NotGayJohnPaul That’s commission, coming from the owner of the car that was sold. When you buy a car… https://t.co/6XrQ7cHBEj"
2,Norman,Tue May 29 00:53:59 +0000 2018,0.0,OK,"@garrettgappa @NotGayJohnPaul If anything, restaurants should be giving a percentage of the check to the servers fo… https://t.co/p5XpY2x02a"
3,Selma,Tue May 29 03:33:35 +0000 2018,0.6,CA,@JohnPaulHOU Celtics lmao
4,Selma,Tue May 29 03:36:47 +0000 2018,0.15,CA,"@Astros_Arsenal @JohnPaulHOU Shit, he gotta better chance going to philly than Houston."
5,Beverly Hills,Tue May 29 03:36:57 +0000 2018,0.0,CA,"@tomfriedman Keep ringing the bell as Paul Revere &amp; John Paul Jones are spinning in the grave! Yes, the glass is ov… https://t.co/XRKo8Z6qCv"
6,Flemington,Mon May 28 22:59:24 +0000 2018,0.7,NJ,@JohnPaulSouza Good thoughts.
7,Marietta,Mon May 28 19:27:56 +0000 2018,-0.0625,GA,"Combat-wounded veteran USMC Sgt (Ret) Joey Jones was turned away from a theme park roller coaster the other day, pe… https://t.co/T2Mvzr7tHc"
8,Delmar,Mon May 28 18:11:03 +0000 2018,0.39999999999999997,NY,@JohnPaulHOU So far so good
9,Denver,Mon May 28 18:29:14 +0000 2018,0.0,CO,"🚨NEW @Nuggets_Daily PODCAST🚨

Devin Harris' season in review. Topics:

🗣Three-way trade to acquire Harris
🗣Why Harr… https://t.co/yJMiVcfp4R"
10,Oklahoma City,Tue May 29 01:35:26 +0000 2018,0.0,OK,"@SideH0E @NotGayJohnPaul but like i said, the way servers are paid is based on their performance. i shouldn't be ma… https://t.co/4HUby7b0Ws"
11,Oklahoma City,Tue May 29 01:36:07 +0000 2018,0.0,OK,"@SideH0E @NotGayJohnPaul when you go to a restaurant, you expect to pay for the food, and the service. it's just the way the industry is"
0,Houston,Tue May 29 22:34:12 +0000 2018,0.5,TX,@JohnPaulHOU Max Stassi has been phenomenal. Why is he not the replacement..
1,Lincoln,Wed May 30 00:33:43 +0000 2018,1.0,CA,"@JohnPaulFerrar2 Yooooo this was happening to me too but i swear if you wait it out a lil bit, things get better!!!!"
0,Boston,Thu May 31 02:53:20 +0000 2018,-0.5,MA,@Aspero28 @ollie_stevens @Jimmy2Lips The demise of Rondo was greatly exaggerated. Which gas station is Devin Harris working at these days?
1,Greenville,Wed May 30 19:58:22 +0000 2018,-0.5,SC,@JohnPaul_USA @realDonaldTrump Wrong she despises trump.
2,Birmingham,Thu May 31 02:00:05 +0000 2018,-0.4,MI,@JohnPaul48 @justinsuntron Almost game time 🙌
0,Elwood,Fri Jun 01 01:19:47 +0000 2018,0.8,NY,@Bklynfinest1477 @JohnPaulFAL @hilaryjoy @jimmyjamny @UCONNAl I just can’t believe I’m watching basketball. Lol
1,Elwood,Fri Jun 01 01:34:42 +0000 2018,0.0,NY,@AstroDJrocks @mushwear @UCONNAl @jimmyjamny @JohnPaulFAL @Tropes1406 @DonnyVantage @Nemesis3373 @BEonWBER… https://t.co/bF5WDr0sKG
2,Houston,Thu May 31 18:34:27 +0000 2018,-0.08333333333333333,TX,@JohnPaulSports @rockets With the 2 second half collapses  &amp; non adjustments &amp; not calling time outs &amp; not calling… https://t.co/jkUktslH8O
3,Portsmouth,Thu May 31 22:09:18 +0000 2018,0.0,RI,@_TMorales Also the East had a squad that year 👀 but is that Devin Harris?
4,Elwood,Fri Jun 01 00:40:56 +0000 2018,0.0,NY,@mushwear @ElaineinCali @UCONNAl @jimmyjamny @JohnPaulFAL @Tropes1406 @DonnyVantage @Nemesis3373 @BEonWBER… https://t.co/xt98KJvET2
5,Elwood,Thu May 31 23:16:01 +0000 2018,0.0,NY,@ElaineinCali @mushwear @UCONNAl @jimmyjamny @JohnPaulFAL @Tropes1406 @DonnyVantage @Nemesis3373 @BEonWBER… https://t.co/MwVA14m0lM
6,Elwood,Thu May 31 23:17:40 +0000 2018,0.0,NY,@ElaineinCali @JohnPaulFAL @mikeruic52 @McGeaux @mushwear Us too. 😢
7,Manhattan,Thu May 31 23:21:18 +0000 2018,0.0,NY,@FalQueen @mushwear @UCONNAl @jimmyjamny @JohnPaulFAL @Tropes1406 @DonnyVantage @Nemesis3373 @BEonWBER @PennFal25… https://t.co/qzjYsZY5hk
0,Ranchos de Taos,Sat Jun 02 01:54:20 +0000 2018,0.0,NM,@JohnPaulCline Oye Señor Guaoo
1,Naval Academy,Fri Jun 01 21:09:28 +0000 2018,0.0,MD,"I'm at U.S. Naval Academy Chapel &amp; Crypt of John Paul Jones in Annapolis, MD https://t.co/ESVhcpb4JG"
2,Kittery,Fri Jun 01 21:49:52 +0000 2018,0.0,ME,#WearOrange event at John Paul Jones Park in Kittery. Organizers aim to outnumber the NRA this weekend. https://t.co/uU0r7wPQ3D
3,Fort Mill,Sat Jun 02 03:28:19 +0000 2018,0.7,SC,@da_PopeJohnPaul He had a good day.
0,Raleigh,Sat Jun 02 20:34:55 +0000 2018,0.45499999999999996,NC,"It was a very good day for Michael Johnson @MikeJohnsonAU 

We will have the same tee times tomorrow (Sunday) as we… https://t.co/VG84yq0ak9"
1,Raleigh,Sun Jun 03 03:18:39 +0000 2018,0.0,NC,"“This is what we play for.”

@AuburnMGolf alum @MikeJohnsonAU will wake up Sunday with a three-shot lead… https://t.co/2g4bDBHh0v"
0,Tucson,Mon Jun 04 00:01:19 +0000 2018,0.11666666666666665,AZ,"John Paul Jones was one of my favorite bass players, back when I was growing up."
1,Commack,Sun Jun 03 22:37:01 +0000 2018,0.0,NY,@Nemesis3373 @JohnPaulFAL @HandicapperFAL @Babchik @ConfusedFAL @JustNzinga @MrsHandicapper @EvCoRadio @JudgeTorre… https://t.co/cYzdgRhCFS
2,Toftrees,Mon Jun 04 02:43:28 +0000 2018,0.0,PA,@JohnPaulFAL @ConfusedFAL @UCONNAl @BostonErik @Babchik @BEonWBER
0,Carol Stream,Mon Jun 04 20:49:46 +0000 2018,0.0,IL,@mojo_fal_83od @JoelNajera @JohnPaulFAL I got it too.
1,Diamond Bar,Mon Jun 04 23:12:08 +0000 2018,0.3,CA,"@RealtorJohnPaul Hi John, I own a financial brokerage that works with investors and buy/sell deals. I'm looking for… https://t.co/4nnc7cUzQu"
2,Reston,Mon Jun 04 22:56:35 +0000 2018,1.0,VA,@ScoutingAstros @JohnPaulSports He’d be awesome in our ballpark and lineup.
3,Elwood,Tue Jun 05 02:38:08 +0000 2018,0.0,NY,@JohnPaulFAL @brianlange77 @TXNS_FAN4ever @EvCoRadio @Babchik @MadDogRadio @mushwear @UCONNAl @hilaryjoy Me too!!
4,Cliffside Park,Tue Jun 05 02:41:35 +0000 2018,0.0,NJ,@mushwear @EvCoRadio @Babchik @AGBerg12 @JudgeTorre @ZimmermanSXM @Tropes1406 @JohnPaulFAL @hereslauren @hilaryjoy… https://t.co/nF65B4XS5t
5,Huntington Beach,Tue Jun 05 02:48:36 +0000 2018,0.09999999999999999,CA,@JohnPaulFAL @JFan57 @CMarq23 You really should. You could take care of drunk people and be the nice Fal 😊
0,Huntington Beach,Wed Jun 06 02:17:24 +0000 2018,0.0,CA,@PennFal25 @JohnPaulFAL @Bklynfinest1477 @UCONNAl @jimmyjamny @ENewill @DolphinFal Man on the street #rickybobby lo… https://t.co/jiGo53QkO3
1,Tuscaloosa,Wed Jun 06 04:17:48 +0000 2018,0.0,AL,I read “Friends with MJ” and initially assumed that it was @MikeJohnsonAU https://t.co/c7cD8wP2Lq
2,Philadelphia,Wed Jun 06 00:18:23 +0000 2018,0.0,PA,@JoeyJones789 @TheIncredibles @AlaskaAir So tomorrow isn’t the premiere?
3,Malta,Wed Jun 06 00:23:32 +0000 2018,0.46875,NY,@JohnPaulFAL @Bklynfinest1477 @UCONNAl @ENewill So much fun!!
4,Malta,Wed Jun 06 00:53:15 +0000 2018,0.0,NY,@ENewill @Bklynfinest1477 @JohnPaulFAL @UCONNAl Damn I didn’t get a pic!!!
5,Malta,Wed Jun 06 01:00:52 +0000 2018,0.0,NY,@Bklynfinest1477 @UCONNAl @JohnPaulFAL @ENewill Only thing I don’t like doing during the day is work.
6,Huntington Beach,Wed Jun 06 01:49:40 +0000 2018,0.0,CA,@hilaryjoy @Bklynfinest1477 @IanBlairFal @UCONNAl @ENewill @jimmyjamny @JohnPaulFAL  https://t.co/gJwZePE7TE
7,Malta,Wed Jun 06 01:50:27 +0000 2018,0.6,NY,@ElaineinCali @hilaryjoy @Bklynfinest1477 @IanBlairFal @UCONNAl @ENewill @JohnPaulFAL Nice penis.
8,Huntington Beach,Wed Jun 06 01:57:36 +0000 2018,0.0,CA,@hilaryjoy @JFan57 @Bklynfinest1477 @IanBlairFal @UCONNAl @ENewill @jimmyjamny @JohnPaulFAL @FalQueen @mushwear The… https://t.co/7MUSx1sOW3
0,Miami Beach,Thu Jun 07 02:50:51 +0000 2018,0.0,FL,@JohnPaulBonilla https://t.co/Jt98z29csF
1,Santa Fe,Thu Jun 07 01:35:20 +0000 2018,-0.25,NM,@JohnPaulCline I have a few at the gym who are not nice
2,Santa Fe,Thu Jun 07 00:31:27 +0000 2018,0.0,NM,@JohnPaulCline She was envious
3,Philadelphia,Thu Jun 07 03:12:38 +0000 2018,0.0,PA,@JohnPaulII7 If you don't believe in Jesus Christ I respect your belief; you should learn to respect the religious… https://t.co/aGrzOWw7sm
0,Bellingham,Fri Jun 08 04:35:16 +0000 2018,0.0,WA,@JohnPaulness @wynterdesjar I'm not even following along but I relate to this tweet on a deep level
1,Cliffside Park,Thu Jun 07 23:36:24 +0000 2018,0.0,NJ,@HandicapperFAL @mushwear @FalQueen @Nemesis3373 @ConfusedFAL @DolphinFal @warriorboss2 @Tropes1406 @JohnPaulFAL… https://t.co/rCCgdqJIow
2,Manhattan,Thu Jun 07 19:00:24 +0000 2018,0.0,NY,@legendaryl777 @JohnPaulRich180 @TheRedmenTV ???
0,Frisco,Sat Jun 09 01:50:04 +0000 2018,-0.07142857142857142,TX,"This Inning #DirkHeroes18 

Ben Patton, single 
Dak Prescott, single 
Devin Harris, single 
DeMarcus Ware, single (… https://t.co/eAndjYbq4z"
1,Fort Mill,Sat Jun 09 01:50:35 +0000 2018,0.0,SC,#SpursUp #MikeJohnsonGonnaOweMeSomeBeer @MPJohnson79 @SECcountry @DawgNationDaily @GamecockFB @GamecockTalk… https://t.co/UUxKa2uDwa
2,Bay City,Fri Jun 08 22:37:04 +0000 2018,0.0,MI,Robert Plant recently met with Jimmy Page and John Paul Jones https://t.co/EbJBsp91qK
3,Frisco,Fri Jun 08 22:53:05 +0000 2018,0.1,TX,"Devin Harris on Teammates Baseball abilities: “if you’re anywhere near Jalen Jones, get out of the way.”"
4,Frisco,Fri Jun 08 23:54:16 +0000 2018,0.0,TX,"Big reception when former/future Maverick Devin Harris was introduced 

#DirkHeroes18"
5,Bronx,Fri Jun 08 18:26:37 +0000 2018,0.0,NY,@legendaryl777 @JohnPaulRich180 @TheRedmenTV Why didn’t 10 goals help retrieve stock city from relegation
6,Scottsdale,Sat Jun 09 06:23:13 +0000 2018,-0.16666666666666666,AZ,@Lila_lovelyxxx @JoeyJones4215 Typical bible beater thinks condemning you is going to work. Let me at him I’ll thro… https://t.co/QrO3KMsFxq
0,Breaux Bridge,Sat Jun 09 20:29:18 +0000 2018,0.0,LA,@RepMikeJohnson Any update on the national debt u railed about during election seasons?
1,Lindenhurst,Sat Jun 09 21:57:05 +0000 2018,0.0,NY,John Paul Jones grooving it! https://t.co/COiiiIFjel
2,Houston,Sun Jun 10 02:53:10 +0000 2018,-0.3,TX,@JohnPaulSports 2 1/2 yrs to late......
0,Brooklyn,Sun Jun 10 20:48:58 +0000 2018,0.024999999999999994,NY,@JohnPaulWeber Shit looks pretty dope
0,Bellingham,Tue Jun 12 01:52:04 +0000 2018,0.0,WA,@JohnPaulness  https://t.co/ZukeTQU0PF
1,Bellingham,Mon Jun 11 23:35:28 +0000 2018,0.0,WA,@JohnPaulness PANCAKE IS MY FATHERS NAME
2,Brooklyn,Tue Jun 12 02:39:53 +0000 2018,0.875,NY,"Loved this! 

Hey @JimmyPage @RobertPlant &amp; John Paul Jones, can Yoyoka coax @ledzeppelin out of retirement??… https://t.co/xTCHNvW0jv"
0,Alexandria,Tue Jun 12 20:09:23 +0000 2018,0.0,LA,We have reaction from @RepMikeJohnson &amp; Rep. Ralph Abraham on #TrumpKimMeeting coming up tonight at 6 on @KALBtv5
0,Lancaster,Wed Jun 13 20:59:44 +0000 2018,-0.5,PA,@JohnPaulFAL @darrenrovell Not till we have an owner that knows wtf he is doing 🤷🏻‍♂️
1,Bellingham,Wed Jun 13 19:10:27 +0000 2018,0.13636363636363635,WA,@montanaugh I can't wait for i&amp;k mario parties with @JohnPaulness coming to us live from Arizona
0,Westmont,Fri Jun 15 05:00:28 +0000 2018,0.0,IL,@RepMikeJohnson I call BS
1,Donna,Thu Jun 14 22:58:04 +0000 2018,-0.15625,TX,Kinder-5th learning how to play the guitar and other instruments with Luke Parker! 🎸🎶 #DonnaSRP https://t.co/gLtGkzqOt0
0,Moultrie,Fri Jun 15 21:23:10 +0000 2018,0.0,GA,@sfitzgerald90 @CoachJoeyJones @HSFReport @CCPackersFball @ChadSimmons_ @RecruitGeorgia @propst7 @HankSouth247 Thank you 😊
1,Bellingham,Sat Jun 16 02:44:15 +0000 2018,0.0,WA,@JohnPaulness @wynterdesjar Hell ye
0,San Antonio,Sun Jun 17 04:30:28 +0000 2018,1.0,TX,@JohnPauly__ best ever
1,Bellingham,Sun Jun 17 05:02:31 +0000 2018,1.0,WA,@JohnPaulness omg that's so perfect
2,Toftrees,Sun Jun 17 03:17:12 +0000 2018,0.0,PA,@Uber_FAL @IanBlairFal @Babchik @EvCoRadio @CherryFrancoma @UCONNAl @BdalFal @TonyD2155 @JohnPaulFAL @jimmyjamny… https://t.co/kKZCqyT3fS
0,Chicago,Sun Jun 17 20:38:10 +0000 2018,0.0,IL,@JohnPaulBunyan @EJT___ you're fired 🙂
1,Norfolk,Sun Jun 17 20:55:09 +0000 2018,0.0,VA,@BigMikeJohnson_ Waaaaaaab
0,Roswell,Mon Jun 18 18:20:41 +0000 2018,0.0,GA,@W_Mote50 @CoachTuck69 @CoachJoeyJones @BallCoachJoeMo @ChrisBoniol Well done!
1,Austin,Tue Jun 19 06:45:54 +0000 2018,0.0,TX,"Talitha Bateman in a #JohnPaulAtaker flounce off-shoulder dress with #SamEdelman ""Willa"" platform sandals &amp;… https://t.co/VQhWQJLOo3"
0,Frisco,Thu Jun 21 02:41:00 +0000 2018,0.6,TX,Great event. Devin Harris and DJ Mbenga shared many interesting Mavs nuggets. Nice work by our panel of… https://t.co/yaMHomRheB
1,Frisco,Thu Jun 21 02:48:54 +0000 2018,0.5,TX,@ESefko My favorite story was Devin Harris telling us how Rick Carlisle likes to stretch before playing ping pong.
2,Benton,Wed Jun 20 23:50:51 +0000 2018,0.375,LA,"@RepMikeJohnson Congressman Johnson, please vote for the original Goodlatte bill or nothing."
3,Washington,Wed Jun 20 23:59:10 +0000 2018,0.5,DC,This is what purposeful look like!      So many takeaways from Dr. Joey Jones and @DVJohnson17... My fav “You are e… https://t.co/NizuXCAAdA
4,Frisco,Thu Jun 21 00:26:36 +0000 2018,0.0,TX,Devin Harris selects Mo Bamba for the @dallasmavs at No. 5 in the @SportsDayDFW mock at our subscribers draft party… https://t.co/fXsf32SERd
0,West Ocean City,Thu Jun 21 19:11:34 +0000 2018,0.1,MD,Mike Johnson developed an adaptive lacrosse stick for David Perry who has Cerebral Palsy and is wheelchair bound. T… https://t.co/Glg50CDc9d
1,Bellingham,Fri Jun 22 03:49:41 +0000 2018,0.0,WA,@cocophobic @JohnPaulness smh
2,Austin,Fri Jun 22 06:11:24 +0000 2018,0.2,TX,@JohnPaul48 @charliekirk11 Thugs don’t buy legal guns anyway
3,Los Angeles,Fri Jun 22 05:09:05 +0000 2018,0.0,CA,@JohnPaulSly @DennisTFP I wish we could keep every D-man who did from the double OT loss...Theh busted their but an… https://t.co/wbWJzc0Dvw
4,Los Angeles,Thu Jun 21 19:03:16 +0000 2018,0.8,CA,Today is #WorldMusicDay! This is an excerpt from a piece composed for an upcoming film with the great #MikeJohnson… https://t.co/jtGkzNViDp
0,Alvin,Sat Jun 23 00:44:43 +0000 2018,0.16296296296296295,TX,"@JohnPaul_USA @realDonaldTrump Down with Rinos, down with Liberals, make America great again"
0,Paradise,Sun Jun 24 02:10:45 +0000 2018,0.0,NV,@JohnPaul_USA @LasVegasLocally @schachin @realDonaldTrump @NVGOP @POTUS And we still outnumbered that room  at leas… https://t.co/JJWerr93Uz
1,Paradise,Sun Jun 24 01:36:50 +0000 2018,0.0,NV,@LasVegasLocally @JohnPaul_USA @schachin @realDonaldTrump @NVGOP @POTUS Just sections of it. There were by my estim… https://t.co/WkZDePs51i
2,Bethlehem,Sat Jun 23 22:38:26 +0000 2018,0.0,PA,@realDonaldTrump @JohnPaul_USA we are with you
3,Las Vegas,Sun Jun 24 05:45:08 +0000 2018,0.0,NV,@JohnPaul_USA @schachin @VegasDad245 @realDonaldTrump @NVGOP @POTUS Where are *your* images/vids backing up your st… https://t.co/w6qAhj8eHZ
4,Las Vegas,Sun Jun 24 05:52:56 +0000 2018,0.0,NV,@JohnPaul_USA @schachin @VegasDad245 @realDonaldTrump @NVGOP @POTUS That video actually shows fewer than 12 support… https://t.co/SuQBalNHBn
0,Los Angeles,Sun Jun 24 20:09:18 +0000 2018,0.0,CA,@JohnPaulCarney2 @IAMTOMMACDONALD thank you 🖤
0,Shreveport,Tue Jun 26 02:46:17 +0000 2018,0.2857142857142857,LA,"Hey, @RepMikeJohnson, this person right here ⬇ is talking to YOU. 

#civility https://t.co/EcKyKfqiGX"
1,Shreveport,Mon Jun 25 20:09:44 +0000 2018,0.0,LA,"Dear @RepMikeJohnson...

#civility https://t.co/PQHdCslICn"
2,Norfolk,Mon Jun 25 21:37:36 +0000 2018,0.0,VA,@BigMikeJohnson_ Never said that but Tatum went further in the playoffs
3,Norfolk,Mon Jun 25 21:45:10 +0000 2018,0.8,VA,@BigMikeJohnson_ So LeBron shouldn’t win MVP then 🤷🏾‍♂️
0,Carson,Wed Jun 27 03:59:33 +0000 2018,0.0,CA,@JohnPaulGreen Don’t let fame get to your head JPG
1,Tallahassee,Tue Jun 26 23:01:03 +0000 2018,0.0,FL,"Senior public relations student, Devin Harrison, bids FAMU’s Student Government Association farewell. “SJGC taught… https://t.co/rhMAz2SWGC"
0,Caimito,Wed Jun 27 22:32:12 +0000 2018,0.0,co,@JohnPaulRM Coges la clase con Carlos Lluveras?
1,Caimito,Wed Jun 27 22:34:59 +0000 2018,0.0,co,"@JohnPaulRM Cb ponte, que esa primera parte está pal de puñetera."
2,Caimito,Wed Jun 27 22:37:46 +0000 2018,0.0,co,@JohnPaulRM Y pa joder yo tengo un cb debate de Mayra el viernes y el lunes un cb ensayo que me tiene llorando y no lo he empezado.
3,Caimito,Wed Jun 27 22:39:55 +0000 2018,0.0,co,@JohnPaulRM Todavía estamos a tiempo pa darnos de baja?
