,city,date,polarity,state,text
3,Eugene,Mon Dec 11 04:19:03 +0000 2017,0.0,OR,bachelor by myself tuesday eskitit
4,Eugene,Mon Dec 11 04:19:43 +0000 2017,0.0,OR,bachelor by myself tuesday eskitit
5,Meadville,Mon Dec 11 04:24:37 +0000 2017,0.0,PA,Oh the expletives just flew at the TV in the Berger bachelor pad.
6,Socorro,Mon Dec 11 03:07:03 +0000 2017,0.0,TX,@LarryEnglish57 having his bachelor  party in Columbia and @JusttNic is worried about the woman there cuz they  hav… https://t.co/NluQZvOcdi
7,Chicago,Mon Dec 11 03:33:23 +0000 2017,0.16818181818181818,IL,Marquise wants to discuss the bachelorette ambush when she gets home &amp; I’m going to live text everything to… https://t.co/mYjT06sSvw
8,Charlottesville,Mon Dec 11 03:38:51 +0000 2017,0.0,VA,Salsa-ing for Lauren’s bachelorette! @ The Ante Room https://t.co/AZIOJ854OO
9,Socorro,Mon Dec 11 03:46:24 +0000 2017,0.3,TX,I think that @JusttNic is so much fun on her bachelorette party with the OG WAGS LA @TheSashaWay @TheBarbieBlank… https://t.co/H2AyjMoKB8
10,Memphis,Mon Dec 11 03:52:33 +0000 2017,0.0,TN,@sauceboss666 You should apply for the bachelor. That’s some quality content I would watch
11,Plano,Mon Dec 11 01:06:20 +0000 2017,0.10277777777777779,TX,Ok so why is it so hard for a 22 year old with a bachelor’s degree to find a job in TX https://t.co/G5HDIKFln2
12,Slidell,Mon Dec 11 01:08:03 +0000 2017,-0.6,LA,Amber is going to be my maid of honor and she’s getting me fucked up in bachelorette party @AmberLeggett_
13,Lewis Center,Mon Dec 11 01:20:48 +0000 2017,0.5,OH,I think I️ am in love with the bachelor arie
14,Lewis Center,Mon Dec 11 01:21:24 +0000 2017,0.5,OH,I think I️’m in love with the bachelor arie
15,Wauwatosa,Mon Dec 11 02:37:50 +0000 2017,0.0,WI,#90dayfiance When is Libby's dad and bro going to take AndRRRei out for his bachelor party? That will be a hoot...
16,Niagara Falls,Mon Dec 11 02:54:46 +0000 2017,0.0,NY,One final exam on Tuesday and then I have a bachelor's degree 👏👏
17,Ogden,Mon Dec 11 06:16:11 +0000 2017,0.5666666666666667,UT,Marry a good Muslim bachelor who has never been in public w/ any women but his mother + sisters and you will marry the best of men.
18,Lancaster,Mon Dec 11 06:33:28 +0000 2017,0.25,CA,@Mindyabusiiness Can't forget to have a bachelor party first https://t.co/gckDbb8L3D
19,Bend,Sun Dec 10 20:30:43 +0000 2017,0.625,OR,"If you are in bend0regon and love @mtbachelor, Star Wars , ceramics and trivia.

Heads up!

You… https://t.co/CDYRRUwjvS"
20,Manhattan,Sun Dec 10 20:46:51 +0000 2017,0.6,NY,Mormons are gonna be meaner to that Mormon girl on the bachelor than literally anybody else lmao
0,Neptune,Mon Dec 11 20:36:02 +0000 2017,0.4,NJ,i wish i was a bachelor alum so i can tell everyone to swipe up to my ad and then get free stuff shipped to me all the time.
1,Rossville,Mon Dec 11 20:53:32 +0000 2017,0.0,MD,Weee...I’m a college graduate now I need to figure out where to get my bachelors .-.
2,Moscow,Mon Dec 11 20:56:52 +0000 2017,-0.5,ID,7/8ths of a bachelors degree and I still put my thumb drive in the wrong way every time
3,Corona,Tue Dec 12 05:25:55 +0000 2017,0.0,CA,"oh, I didn't watch the bachelor tonight 🤷🏼‍♀️"
4,McMinnville,Tue Dec 12 05:37:14 +0000 2017,0.0,OR,@BriAmaranthus I hope you will hop out of that Limo to “Shout” and flashing the “O” wearing a Mariota Jersey! GO DUCKS
5,Central Point,Tue Dec 12 05:39:44 +0000 2017,0.6000000000000001,OR,"@BartStarr16 @BobDeal11 @AaronJFentress @BriAmaranthus Absolutely! It’s an amazing opportunity, that’s well deserve… https://t.co/rI7J7THgMK"
6,Santa Fe Springs,Tue Dec 12 05:58:01 +0000 2017,1.0,CA,@BachelorABC season: LINE'EM UP! Time to pick the best girl for our boy the bachelor.
7,Houston,Tue Dec 12 02:16:56 +0000 2017,0.5,TX,I successfully completed my first semester of my bachelors. 😌
8,Midwest City,Tue Dec 12 02:18:40 +0000 2017,0.0,OK,@blakehoppis Need to hang soon bro bachelor party?
9,Chicago,Tue Dec 12 02:22:50 +0000 2017,0.0,IL,#stripper #chicago #strippers https://t.co/xWZXcdwiih #bachelorparty #exoticdancers… https://t.co/veTiun0Itk
10,Plymouth,Tue Dec 12 03:07:32 +0000 2017,0.0,MN,A racecar guy as the bachelor. I can work with this @ariejr
11,Westlake,Tue Dec 12 03:10:29 +0000 2017,0.4166666666666667,OH,can a gay version of the bachelorette be a thing ?😩
12,Bronx,Tue Dec 12 03:15:08 +0000 2017,-0.30000000000000004,NY,"I’m so exhausted but i have to remind myself, I’ll be walking across that stage in a few months, bachelors degree +… https://t.co/QWUEpOM3wQ"
13,Grove City,Tue Dec 12 03:25:07 +0000 2017,-0.25,PA,It’s weird watching the bachelor at age 25 cause these girls are younger than me looking for a husband and I’m about 10 years from that??
14,Fort Worth,Tue Dec 12 03:35:06 +0000 2017,0.0,TX,Will there be an update by @aavery12 @klgandhoda #idontwatchbacheloriwatchtheupdates
15,Grove City,Tue Dec 12 03:35:10 +0000 2017,-0.375,PA,Worst kisses bachelor showing and no surprise here farmer Chris was the first mention
16,Omaha,Tue Dec 12 03:50:25 +0000 2017,0.06818181818181818,NE,"With the new season of the bachelor coming, I’m just waiting for @johnbcrist to make a Christian parody video of it"
17,Uvalde,Tue Dec 12 03:54:34 +0000 2017,0.375,TX,I reallllly need drama TV. I’m glad the bachelor is back. But I need more. I think I’m going to start Love and Hip… https://t.co/jCOPodoEqu
18,Laguna,Tue Dec 12 06:10:15 +0000 2017,0.0,CA,"Vote Now For Miss Philander Smith College, Brittany Taylor, to be an Ebony HBCU Queen! https://t.co/BgFijtvogD"
19,Los Angeles,Tue Dec 12 06:13:53 +0000 2017,0.09523809523809523,CA,the only thing i'm looking forward to. next year is the bachelor am i right
20,San Francisco,Tue Dec 12 06:59:23 +0000 2017,0.0,CA,"Currently blocking. For sale soon. 🤞🏻 #bachelorette @ Cole Valley, San Francisco https://t.co/uq1trl2pNe"
21,South Sioux City,Tue Dec 12 00:11:37 +0000 2017,0.11249999999999999,NE,OMG. The bachelor starts tonight 😭😭😭 I really hope it’s better than the last few seasons! 😭😍💕🌹💍
22,Plymouth,Tue Dec 12 00:16:08 +0000 2017,-0.6,MN,Damn a girl I had class with at NCC is going to be on the bachelor. That’s crazy
23,Zuber,Tue Dec 12 00:16:34 +0000 2017,-0.07777777777777779,FL,I’m just a short month me &amp; my girl @raacheell_  will be heading down to Miami for her bday/ my bachelorette party IM SO READDDYYYY 🙌🏻🍸
24,Chicago,Tue Dec 12 00:17:06 +0000 2017,0.0,IL,Gettin my nails done and the girl next to me is talking about how she’s on the bachelor this season 😱😂
25,Zuber,Tue Dec 12 00:17:12 +0000 2017,0.04722222222222221,FL,In exactly a month me &amp; my girl @raacheell_  will be heading down to Miami for her bday/ my bachelorette party IM SO READDDYYYY 🙌🏻🍸
26,Boston,Tue Dec 12 00:36:51 +0000 2017,0.0,MA,"my friend jessica, who has a bachelor's degree in biochemistry, just got a job at the 99 restaurant"
27,Oakland,Tue Dec 12 00:41:17 +0000 2017,0.0,CA,@BriAmaranthus Two words. VIEWING PARTIES! 🎉👊
28,Cambridge,Tue Dec 12 00:56:39 +0000 2017,0.7,MA,And I’m not saying that nothing good has happened to me this year bc I did graduated from college with a bachelors… https://t.co/LSTAPx4ryV
29,East Greenwich,Mon Dec 11 23:20:01 +0000 2017,0.0,RI,Just finished my last class for my bachelors degree 🤗
30,Scranton,Mon Dec 11 23:26:04 +0000 2017,0.0,PA,Tomorrow at this time I will be finished with my bachelors degree! 👩🏼‍🎓👩🏼‍🎓❣️🙃
31,Live Oak,Mon Dec 11 23:36:25 +0000 2017,0.3,TX,Would it be worth it to work as an EMT while I finish my bachelors?
32,San Jose,Mon Dec 11 23:38:31 +0000 2017,0.0,CA,Yoooo I’m lookin up info for future careers &amp; it says ‘level of education’ AND I GET TO PUT ‘bachelors degree’ NOW… https://t.co/IQKGP69dsf
33,Queens,Mon Dec 11 23:46:47 +0000 2017,-0.20833333333333331,NY,A week and a half to go and I'm done with my bachelors degree!
34,Eagle Pass,Mon Dec 11 23:53:31 +0000 2017,0.0,TX,I go back to Kingsville Jan 2. My last semester and I graduate with my bachelors degree✊🏻👌🏼😎
35,Dallas,Mon Dec 11 23:59:49 +0000 2017,0.13636363636363635,TX,"@EmilyKRsire @CarolineLunny @seinnefleming @ohhaybtay Wait, what is live tweeting?"
36,Springhill,Tue Dec 12 04:15:33 +0000 2017,0.4,LA,Why do yawl enjoy watching the bachelor?
37,Salt Lake City,Tue Dec 12 04:27:39 +0000 2017,0.1625,UT,"the only reason the bachelor has been going on for so long is because it’s a modern day soap opera 

&amp; i love it"
38,Philadelphia,Mon Dec 11 21:33:19 +0000 2017,0.5681818181818181,PA,New bachelor means new recaps for me to read!!!!!! I! Am! So! Hype!
39,Austin,Mon Dec 11 21:37:06 +0000 2017,1.0,TX,"Perfect day for grilling 
Goodtimeaustin. #laketravispartybarge #Bachelorbacheloretteparties  #austinpartyboattours… https://t.co/AiWjBenj3i"
40,Valrico,Mon Dec 11 21:39:35 +0000 2017,-0.4,FL,Imma jus be a bachelor the rest of my life fuck it
41,Yazoo City,Mon Dec 11 21:58:20 +0000 2017,0.48828125,MS,Ready to get this bachelors in science so I can see the money!!!!
42,Chicago,Mon Dec 11 22:01:10 +0000 2017,0.0,IL,catch me in a couple years being tweeted about by my college for being on the bachelor. https://t.co/KAh8HGIUCi
43,Anaheim,Tue Dec 12 01:14:28 +0000 2017,0.03333333333333335,CA,#90dayfiancé is all fun &amp; games until a girl is too afraid of repercussions to enjoy her bachelorette party. It’s not respect- it’s fear.
44,Dallas,Tue Dec 12 01:21:12 +0000 2017,0.0,TX,@CarolineLunny @EmilyKRsire @seinnefleming @ohhaybtay Idk. I heard some show was coming on. I think it’s called… https://t.co/9dmLwFWwwO
45,St Louis,Tue Dec 12 01:23:56 +0000 2017,-0.4,MO,how do u study for finals when the guy behind u at the library looks like Nick from the bachelor
46,Raleigh,Tue Dec 12 01:39:44 +0000 2017,0.3,NC,@BachelorNation6 @BachelorABC @trumbullina @maroosworld aww you’re my favorite!😘
47,Gainesville,Tue Dec 12 01:43:34 +0000 2017,0.4,GA,"and the craziness continues , just this minute got a text "" are you available for an eligible bachelor""
Eligible fo… https://t.co/GP4KZLYOqM"
48,Manhattan,Mon Dec 11 19:12:43 +0000 2017,0.0,NY,Didn’t I tell you I was on #thebachelor this year? https://t.co/ngr42hBtPp
49,College Place,Mon Dec 11 19:46:04 +0000 2017,0.0,WA,As opposed to a bachelorettes degree? I’m not understanding. https://t.co/Gmuo9aAGko
50,San Dimas,Mon Dec 11 19:54:28 +0000 2017,0.8,CA,So proud of my baby monialli hairbymonicaallison she got her bachelors in business leadership… https://t.co/aA5kZ14pc3
51,Las Vegas,Tue Dec 12 07:17:13 +0000 2017,-0.625,NV,I’m still sad Peter isn’t gonna be the bachelor :(
52,Chicago,Tue Dec 12 07:22:04 +0000 2017,0.5,IL,Why was the bachelor walking in the Star Wars desert.  He better watch out for sand people. They are no joke.
53,Bellingham,Mon Dec 11 22:08:26 +0000 2017,0.0,WA,I am officially done with my bachelors degree @WWU 😵🙊
54,Chillum,Mon Dec 11 22:30:22 +0000 2017,0.09999999999999999,MD,Every #Saturday FUN @ #dc #drag #brunch Celebrate #bachelorette #party #birthday Reserve @ https://t.co/yrXp6f3z1O… https://t.co/ssdRIviNJI
0,San Diego,Wed Dec 13 06:19:39 +0000 2017,-0.33333333333333337,CA,"August: got a 600$ camera, got super drunk n blacked a lot, went to Vegas for a bachelorette party!!!!! Saw… https://t.co/XlTV92I0T4"
1,Murfreesboro,Wed Dec 13 06:28:26 +0000 2017,0.375,TN,I just want to get done with school (bachelors &amp; masters) marry rich &amp; move to Texas 😂.
2,San Juan Capistrano,Wed Dec 13 06:54:20 +0000 2017,0.8,CA,The bachelor is 0% attractive ☹️
3,Washington,Wed Dec 13 01:26:43 +0000 2017,0.09375,DC,By that you mean one of DC’s most eligible bachelors. https://t.co/v6F72IyIKp
4,Austintown,Wed Dec 13 04:08:15 +0000 2017,0.0,OH,What’s been getting my through these college semester is me seeing myself walk across the stage getting my bachelor… https://t.co/rs59bk1RnI
5,Irvine,Wed Dec 13 04:08:52 +0000 2017,0.20833333333333334,CA,Some companies are really out here paying you $13/hour for a job that requires a bachelors lmao what a mess
6,Irvine,Wed Dec 13 04:08:52 +0000 2017,0.20833333333333334,CA,Some companies are really out here paying you $13/hour for a job that requires a bachelors lmao what a mess
7,Enterprise,Wed Dec 13 05:00:15 +0000 2017,0.0,NV,to get my bachelors degree at a college in nashville or texas hmmm 🤷🏼‍♀️🤷🏼‍♀️
8,Montville,Wed Dec 13 07:20:14 +0000 2017,0.0,CT,@hilltopinn hiring people who don’t do there job and only A HS degree. I have an associate n part bachelors but I’m… https://t.co/h04AXvS67h
9,Irving,Wed Dec 13 00:10:47 +0000 2017,0.35,TX,@JohnCornyn @YouTube Do you even HAVE an economic advisor with more than a bachelors degree?
10,West Lafayette,Wed Dec 13 00:22:27 +0000 2017,0.25,IN,@BarstoolBigCat @Shawn_Booth The bachelorette is #mancard approved for the first two weeks then your man card shoul… https://t.co/jZQXpYDZhU
11,Edinburg,Tue Dec 12 21:08:15 +0000 2017,0.0,TX,#LawyerFacts In the United States a person must attend four years of college or university to earn their bachelor's… https://t.co/t6N6c1KXOC
12,Colorado Springs,Tue Dec 12 21:14:52 +0000 2017,0.375,CO,"I have one more paper to write and I’ll have survived my first semester into a bachelors @ UCDenver. 

Buuuut I onl… https://t.co/uvKDYV5UC7"
13,Farmington,Tue Dec 12 21:35:38 +0000 2017,0.0,UT,I'm starting my bachelors next semester and I'm low key scared af but Ima just roll with it
14,Washington,Tue Dec 12 21:37:54 +0000 2017,0.23611111111111108,DC,@ChiElleBelle I'm super excited to meet our next crazy-favorite-bachelor contestant!!!!
15,St Paul,Tue Dec 12 21:49:05 +0000 2017,-0.2999999999999999,MN,"Ok Arie isn’t that bad, and I feel bad for him #thebachelor"
16,Brownsville,Tue Dec 12 21:56:41 +0000 2017,0.0,TX,what the hell the bachelor already started?!? Does no one cares bc it’s not Peter?
17,St Paul,Tue Dec 12 22:00:08 +0000 2017,0.5,MN,Bekah is so cute #thebachelor
18,Redondo Beach,Wed Dec 13 05:48:50 +0000 2017,0.0,CA,"@anezbitt Look, we bachelors can’t be choosers!
What would an 80s action-movie cop do? You’d eat those goddamn eggs… https://t.co/aqoVA670mP"
19,Houston,Tue Dec 12 22:30:45 +0000 2017,0.65,TX,@ShepRose u wouldn't have made it on the bachelor..way more drama lol
20,Cave Spring,Tue Dec 12 22:39:33 +0000 2017,0.0,VA,This is what I want for my bachelor party! https://t.co/mnqD2aFNVl
21,Wilton,Tue Dec 12 23:16:25 +0000 2017,0.54296875,IA,The bachelor starts January 1st and I couldn’t be more excited!! 🌹🌹 #BachelorNation
22,Towson,Tue Dec 12 23:19:27 +0000 2017,0.5,MD,I get to go get drinks with my favorite couple on Friday and then I’m hosting a surprise bachelorette party on Saturday
23,Keizer,Tue Dec 12 23:38:43 +0000 2017,-0.15555555555555559,OR,1 term down &amp; 2 to go until I graduate and earn TWO bachelor degrees 🎓😍 https://t.co/ibBgaZejwH
24,Boca Raton,Tue Dec 12 23:41:37 +0000 2017,0.1,FL,The @BachelorABC has really dropped the ball these last three seasons on their bachelors/bachelorettes
25,Point Pleasant,Tue Dec 12 23:48:18 +0000 2017,0.0,NJ,@DUDEILOVEPURPLE 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ i should have said the bachelor 😂😂😂😂😂
26,Kent,Tue Dec 12 20:26:59 +0000 2017,0.0,WA,@_Antediluvia It took me a month after moving in to beat back the bachelor aesthetic and put together something coh… https://t.co/83ff42K1cF
27,Oak Park,Tue Dec 12 20:39:29 +0000 2017,0.0,MI,S/o to all da graduates!!! I remember getting my bachelors two years ago... In 6 months I'll be having my Master's!!!!
28,Bend,Tue Dec 12 20:39:53 +0000 2017,0.0,OR,Snow on the way!!!@mtbachelor
29,Clayton,Tue Dec 12 20:47:41 +0000 2017,0.0,MO,The excerpt from my bachelor thesis being featured in the Leucorea theological journal. @… https://t.co/pKFt0c9Fh5
30,Carlsbad,Tue Dec 12 20:49:54 +0000 2017,0.65,CA,"@karla_lopez3 @BachelorABC Yes. Wine, bachelor &amp; chill. You’re more than welcome to join🙆🏽"
31,San Antonio,Tue Dec 12 19:13:51 +0000 2017,0.3485714285714286,TX,"I’m exited asf to get my bachelors honestly, it doesn’t guarantee a high paying job right off the bat but it’s some… https://t.co/r2gsNUvK9a"
32,Suffield,Tue Dec 12 19:21:13 +0000 2017,0.0,CT,bachelor doesn’t start for another 3 weeks and I already read the spoilers. WHY DO I DO THIS
33,Washington,Tue Dec 12 19:32:36 +0000 2017,0.09999999999999999,DC,Every #Saturday FUN @ #dc #drag #brunch Celebrate #bachelorette #party #birthday Reserve @ https://t.co/yrXp6f3z1O… https://t.co/hLOppIA2Ui
34,Skokie,Tue Dec 12 19:33:41 +0000 2017,0.8,IL,#happy #hanukkah #stripper #chicago #strippers https://t.co/XaFShU5mKN #bachelorparty… https://t.co/jxeYBLrJp9
35,Portland,Tue Dec 12 19:42:55 +0000 2017,0.7000000000000001,ME,I love it when fellow creatives are doing amazing things - this beautiful lady is going to be on the bachelor! ✨👏🏻… https://t.co/JZWzVdJKd2
36,Anaheim,Tue Dec 12 19:56:17 +0000 2017,0.0,CA,Dude we graduate with our bachelors next semester https://t.co/bPZMcQCYss
37,Milledgeville,Wed Dec 13 03:19:57 +0000 2017,0.0,GA,Why are there 23 year olds on the bachelor
38,Philadelphia,Wed Dec 13 03:29:49 +0000 2017,0.0,PA,@clareyfrey @illegal_petes Yes! For the weekend. @ellen00gail's bachelorette 👰
39,Severn,Wed Dec 13 03:52:26 +0000 2017,0.0,MD,Josh in his feeling Because his alliance is crumbling. Boo hoo. Still don’t like you josh never forget bachelor in paradise 🤨#ChampsVsStars
40,Flagstaff,Wed Dec 13 03:56:09 +0000 2017,-0.5,AZ,That was my home / temporary bachelor pad wtf am I gonna do now
41,Atlanta,Wed Dec 13 02:11:53 +0000 2017,0.0,GA,Planning a girl's night out or bachelorette party in Atlanta Georgia… https://t.co/bCS0tuwclt
42,Rancho Cucamonga,Wed Dec 13 02:12:47 +0000 2017,0.4681818181818182,CA,This new bachelor is flippin attractive 😍
43,Berkeley,Wed Dec 13 03:01:10 +0000 2017,-0.10000000000000002,CA,"This lady told my sister that a bachelors degree is equivalent to a third graders intelligence. Man, fuck that old women"
0,Menlo Park,Thu Dec 14 02:27:40 +0000 2017,-0.12499999999999997,CA,"@MaxVonSideEye &lt;looks around&gt; Hm...finally a victory for being a lonely, unlovable bachelor! https://t.co/pL3OC2CpR2"
1,Blackwood,Thu Dec 14 02:31:28 +0000 2017,-0.375,NJ,I always wanted to go on the bachelor just for the hell of it but ik I’ll look dumb af fighting for a guy with 20+… https://t.co/TeSRLK7iwR
2,Leavenworth,Thu Dec 14 02:40:58 +0000 2017,0.0,KS,Who would like to be my date(s) to my brother and soon to be sister’s bachelorette/bachelor party this weekend! Par… https://t.co/EfkHK13uyk
3,North Las Vegas,Thu Dec 14 04:13:01 +0000 2017,0.0,NV,May have found a school where I can get my bachelors online... 🤔
4,Rogers,Thu Dec 14 04:34:40 +0000 2017,0.0,AR,Still can’t believe im finally with my bachelors degree...
5,Rogers,Thu Dec 14 04:35:52 +0000 2017,0.0,AR,Still can’t believe I finished my bachelors degree today 🤘🏼
6,Gainesville,Wed Dec 13 22:37:32 +0000 2017,0.0,FL,@leresatee 40% of US adults over the age of 25 or something have their bachelors degrees. Something like 3% of thos… https://t.co/GfkbteLly8
7,Mobile,Wed Dec 13 22:46:27 +0000 2017,0.7000000000000001,AL,But on the bright side @DEM_103 said he’d throw my bachelor party and make an appearance at my wedding whenever they happen 😅😩
8,Philadelphia,Wed Dec 13 22:50:46 +0000 2017,1.0,PA,"""Welcome to my bachelor pad!""
""Hm. Well the vomit smell subsided."""
9,Phoenix,Thu Dec 14 01:07:11 +0000 2017,0.0,AZ,@onlywav @TysonElvester @_gabyyy4 @annnnthony_ You know you about to get an invite to the bachelor party... Vegas 👀🤷🏽‍♂️
10,Benton,Thu Dec 14 01:15:56 +0000 2017,0.0,AR,"Y’all only one semester left until I’m officially Brittany Taylor Moore BSN, RN... in five short months I’m gonna b… https://t.co/8KGfsw8wGl"
11,Conway,Thu Dec 14 01:18:29 +0000 2017,0.0,AR,"Y’all only one semester left until I’m officially Brittany Taylor Moore BSN, RN... in five short months I’m gonna b… https://t.co/fjm05xyhAb"
12,Chicago,Thu Dec 14 01:25:47 +0000 2017,0.0,IL,@allisonromei stop what you’re doing rtfn. @bachelorabc premiere is Jan 1. We get to be NYE hungover and bash on th… https://t.co/znRKaGzHqY
13,Omaha,Thu Dec 14 01:57:08 +0000 2017,0.0,NE,bachelor degree (almost there)
14,Castle Hills,Wed Dec 13 19:14:25 +0000 2017,0.0,TX,I’m finally done with community college now to move on to finish my bachelors in fashion / marketing 😌
