,text,date,city,state
37,"Minneapolis, MN: The forecast for today is mostly cloudy throughout the day. 34ºF/19ºF. I want to believe.",Fri Jan 11 12:00:08 +0000 2019,Minneapolis,MN
38,@ddale8 Haha look at @tedcruz nodding up and down. I guess he agrees with Trump that his wife is a beast,Fri Jan 11 12:00:08 +0000 2019,Fair Oaks,VA
39,"Good morning 🌅
Tap and share 😍 @ Richmond, Virginia https://t.co/tKPlRBy92B",Fri Jan 11 12:00:09 +0000 2019,Richmond,VA
40,@MaireCervenak @loudlearning @WorldProfessor @dbroaddrick @DisruptedTv @SteeleThoughts @heARTISTatWORK Truth,Fri Jan 11 12:00:09 +0000 2019,Mobile,AL
41,'Are we supposed to pick up the phone and then do it?' Hilarious footage shows two teenagers completely baffled by… https://t.co/HkgVcriR2K,Fri Jan 11 12:00:09 +0000 2019,Indianapolis,IN
42,@jeffdowd @IHSAHistorian @blakeleymusic @seanhannity The President gets to decide what is an emergency.  Sometimes… https://t.co/9aYb0WkM03,Fri Jan 11 12:00:09 +0000 2019,Boiling Springs,SC
43,@playboyblack__ You look like Spider-Man in his black suit,Fri Jan 11 12:00:09 +0000 2019,Spartanburg,SC
44,Bring-ing (ughhh wish we could edit posts @Twitter ) 🤪,Fri Jan 11 12:00:10 +0000 2019,Holliston,MA
45,@Ehmee @AkilahObviously I’ve seen at least 5....,Fri Jan 11 12:00:10 +0000 2019,Croydon,PA
46,Accident in #YorkCounty on I-77 NB at Carowinds Blvd. #traffic https://t.co/FWT2jwReVT,Fri Jan 11 12:00:10 +0000 2019,Fort Mill,SC
47,RT @Salon: Robert Reich: The big economic switcheroo https://t.co/5SHCQf81Zy #morningjoe,Fri Jan 11 12:00:10 +0000 2019,Wadhams,MI
48,@JoeM709 @ATGsportsHou You're assuming that guy would come here. There will be several jobs open next year like thi… https://t.co/UqsnN9pb6d,Fri Jan 11 12:00:10 +0000 2019,Houston,TX
49,@haleigh_young So beautiful 😍😍😍,Fri Jan 11 12:00:11 +0000 2019,Johnson City,TN
50,Wishing you the very best in your retirement @andy_murray! You had an awesome career! God bless!❤️,Fri Jan 11 12:00:11 +0000 2019,Holbrook,NY
51,@RichardHaass @realDonaldTrump The “chaos president” Jeb was right!  #syria,Fri Jan 11 12:00:11 +0000 2019,Cromwell,CT
52,@m__scheme @FUCCl 🤤🤤🤤,Fri Jan 11 12:00:11 +0000 2019,Portland,CT
53,@HotQuad3 I know!!!,Fri Jan 11 12:00:11 +0000 2019,Indianapolis,IN
54,"“And my God will supply every need of yours according to his riches in glory in Christ Jesus.”
Philippians 4:19 ESV
https://t.co/CXJ3bqfuLm",Fri Jan 11 12:00:11 +0000 2019,Arbutus,MD
55,@Sir_Bolden TGIF broo!,Fri Jan 11 12:00:12 +0000 2019,Atlanta,GA
56,@666pxpi Pinocchio,Fri Jan 11 12:00:12 +0000 2019,The Woodlands,TX
57,- i cant be the only one that has never had the desire to fuck in public places,Fri Jan 11 12:00:13 +0000 2019,Indianapolis,IN
58,Betch😩,Fri Jan 11 12:00:13 +0000 2019,Riverside,CA
59,@_LoreNNN Que ridículo es este tipo Kenneth,Fri Jan 11 12:00:13 +0000 2019,San Juan,SA
60,@girlsreallyrule MAGA - back to the days when everyone was the buck stopper 🤣,Fri Jan 11 12:00:14 +0000 2019,Irving,TX
61,"So are we all cool if #JedLowrie wears #8, or will #MetsTwitter freak out? I say ....... https://t.co/Ad2bjHlGi0",Fri Jan 11 12:00:14 +0000 2019,Massapequa,NY
62,Thankful for another day above ground 🙏🏾🙌🏾 #tgif,Fri Jan 11 12:00:14 +0000 2019,St Petersburg,FL
63,"I have a sinus infection, ear infection, and my eye won’t stop twitching. Happy Friday 🙃",Fri Jan 11 12:00:14 +0000 2019,Richmond,VA
64,#libros #lajauladelmiedo #voces170manerasdeverlavida #autor #motivación #éxito #familia #coaching #política… https://t.co/pIcTLoMq4g,Fri Jan 11 12:00:14 +0000 2019,Windermere,FL
65,Why he sound like Papí off the Proud Family 😂,Fri Jan 11 12:00:15 +0000 2019,Greensboro,NC
66,😂😂😂,Fri Jan 11 12:00:15 +0000 2019,Bethesda,MD
67,Lol i am WEAK,Fri Jan 11 12:00:15 +0000 2019,Eastvale,CA
68,@tokenwhitedude @NickOlsonINDY @jakequery With the state of this city and the state there is really no appetite for… https://t.co/RWLNwMAWuo,Fri Jan 11 12:00:15 +0000 2019,Carmel,IN
69,I think my crush only likes white girls bruh it’s a sad day,Fri Jan 11 12:00:15 +0000 2019,Quincy,MA
70,"@marcorubio Actually, @SpeakerPelosi and the House is trying to do ""wonderful deeds"" by having passed bills so our… https://t.co/7klvKZp8Oh",Fri Jan 11 12:00:15 +0000 2019,Highland Lake,NJ
71,@WalshFreedom It's hard to identify with either party right now....#BigTopCircus,Fri Jan 11 12:00:16 +0000 2019,Lafayette,LA
72,"@rapplerdotcom Why is the Catholic Church silent, the cardinal of manila and the Bishop of Rome should dispute or f… https://t.co/GGF8Zv7Jqs",Fri Jan 11 12:00:16 +0000 2019,Chula Vista,CA
73,"Finally finished the last episode of the office. Brb, gonna go cry in a corner",Fri Jan 11 12:00:16 +0000 2019,Manteca,CA
74,Me too and I love how it looks like all 4 couples do something they shouldn’t have.,Fri Jan 11 12:00:16 +0000 2019,Fort Worth,TX
75,"@Rociotorres00 @avriltorrez1 @BTS_twt @BTS_twt 
1:Jimin https://t.co/LCmnLmRj1k",Fri Jan 11 12:00:16 +0000 2019,Mount Vernon,VA
76,@HBO Started re-watching the season a week ago without it even in dawning on me that it was the 20th!,Fri Jan 11 12:00:17 +0000 2019,Beavercreek,OH
77,15 year old me feels attacked,Fri Jan 11 12:00:17 +0000 2019,Niagara Falls,NY
78,@poolparty666 that only counts if you haven't opened it yet,Fri Jan 11 12:00:17 +0000 2019,Omaha,NE
79,💯💪🐐,Fri Jan 11 12:00:17 +0000 2019,Fairborn,OH
80,"Contact us for a no cost on sight evaluation!

Sha Nelson
The Blinds Boss
Blinds | Shades | Shutters
678.382.3125
s… https://t.co/UljZn2FJL9",Fri Jan 11 12:00:16 +0000 2019,Douglasville,GA
81,This.,Fri Jan 11 12:00:17 +0000 2019,Tallahassee,FL
82,"So I’ve finished 

Will probably retool into forever but now is a good point to call done @ Huntington Beach, Calif… https://t.co/NCmGi97BNL",Fri Jan 11 12:00:17 +0000 2019,Huntington Beach,CA
83,"@RubinReport Not into the news much anymore, but this is hardly news @nytimes ... those of in this space realize th… https://t.co/gWH1fgNUK4",Fri Jan 11 12:00:18 +0000 2019,Houston,TX
84,Been working 1-3 jobs since the age of 15... ain’t a lazy bone in my body,Fri Jan 11 12:00:18 +0000 2019,Sunrise,FL
85,@ddale8 Are books also medieval?,Fri Jan 11 12:00:18 +0000 2019,Brooklyn,NY
86,The equivalent of a South Florida blizzard ❄️ ⛄️ https://t.co/EhtZxLaHUR,Fri Jan 11 12:00:18 +0000 2019,Pembroke Pines,FL
87,"Nutrition labels are coming to the beer aisle! Starting next month, packages of #BudLight will have prominent label… https://t.co/GZiuVgWmrJ",Fri Jan 11 12:00:18 +0000 2019,Medford,OR
88,@ironmikeluke I’ve been watching about 4 games a week now.  Love it.,Fri Jan 11 12:00:19 +0000 2019,Tucson,AZ
89,They ain't even Christian is what I wanted to say.,Fri Jan 11 12:00:19 +0000 2019,Hillsboro,OR
90,"Just posted a photo @ Sioux Falls, South Dakota https://t.co/6EBR7GdjUt",Fri Jan 11 12:00:19 +0000 2019,Sioux Falls,SD
91,8 years ago today I was bored enough to turn to twitter. #MyTwitterAnniversary https://t.co/4gC91FXUrt,Fri Jan 11 12:00:19 +0000 2019,Fort Wayne,IN
92,Have conservatives found a Trump lie they do not agree with?,Fri Jan 11 12:00:19 +0000 2019,Los Angeles,CA
93,Yo @Snapchat tried my life lol #goodmorning #LEO #snapchatfilters #policeofficerbae #lawenforcement #policeofficer… https://t.co/n1ouHGIbjx,Fri Jan 11 12:00:19 +0000 2019,Newark,NJ
94,@FishingLeeP Mornin Lee!🌞☕️✌🏻,Fri Jan 11 12:00:20 +0000 2019,Tampa,FL
95,THEY NEVER SHOULDA GAVE YOU NIGGAZ MONEY❗️,Fri Jan 11 12:00:20 +0000 2019,Oakland,CA
96,وصلت مرحلة إني اضحك واسولف وافكر مع نفسي .,Fri Jan 11 12:00:20 +0000 2019,Los Angeles,CA
97,Uriah 😂😂,Fri Jan 11 12:00:21 +0000 2019,Malaga,CA
98,"@ABC Escort the caravan from Honduras up that way! Whew, thank you Canada.",Fri Jan 11 12:00:21 +0000 2019,Greenville,TX
99,"Decision,  Decision,  Decision 🤔",Fri Jan 11 12:00:21 +0000 2019,Oakland,CA
100,"✨✨ Get the L👀k ✨✨
 7207 S. Exchange Chicago 

▪️click the link in bio for purchasing 

▪️We ship 📦📦📦

#ootd… https://t.co/TDJYrgiuP4",Fri Jan 11 12:00:21 +0000 2019,Chicago,IL
101,@ClayTravis @DannyGradio https://t.co/FD5ByR1oRq,Fri Jan 11 12:00:22 +0000 2019,Los Angeles,CA
102,De ti quiero algo,Fri Jan 11 12:00:22 +0000 2019,Pueblo Viejo,co
103,@Donelsonfiles Thank u for sharing!!!😘😘❤️❤️😜😜😜😜😄🌈🌈🌈,Fri Jan 11 12:00:22 +0000 2019,Queens,NY
104,My pillow smells like Jamaican Castor Oil,Fri Jan 11 12:00:22 +0000 2019,Mableton,GA
105,so 59 min of 59 seconds is 1 full hour,Fri Jan 11 12:00:22 +0000 2019,Los Angeles,CA
106,I got my car bacc but the Shit still sound like it bout to break down. I don’t like how the Shit sound got me scare… https://t.co/hX9bcBCQtv,Fri Jan 11 12:00:22 +0000 2019,Darlington,SC
107,There’s an EVILUTION coming in 2019! @PurgatoriaHaunt Will you be able to survive?  “FEAR Has No Limits” https://t.co/iMyJmkqMDG,Fri Jan 11 12:00:22 +0000 2019,Fern Park,FL
108,https://t.co/wLADcLXwtN,Fri Jan 11 12:00:22 +0000 2019,New Orleans,LA
109,@BernardMelchior 🌲,Fri Jan 11 12:00:23 +0000 2019,Manhattan,NY
110,"@Sifill_LDF @senatemajldr There could, in theory, be a veto proof override, but Republicans in general aren't ready to do that yet.",Fri Jan 11 12:00:23 +0000 2019,Philadelphia,PA
111,Good morning,Fri Jan 11 12:00:23 +0000 2019,Amherst,NY
112,@PeanutsAreSwag @DoughnutNate I do love me some Mario.,Fri Jan 11 12:00:24 +0000 2019,Paterson,NJ
113,"Oh boy, here they come, no women Just more  young men, and you wonder why there is so much rape.",Fri Jan 11 12:00:24 +0000 2019,Columbus,OH
114,'Are we supposed to pick up the phone and then do it?' Hilarious footage shows two teenagers completely baffled by… https://t.co/49dwdrY8dw,Fri Jan 11 12:00:24 +0000 2019,Indianapolis,IN
115,@DS1372 https://t.co/isqDV0Opwn,Fri Jan 11 12:00:24 +0000 2019,Manhattan,NY
116,"GreetingsTo All Journalists/ all Law Enforcement Authorities Personal, and to everyone who works with the public, i… https://t.co/HGtORbmY22",Fri Jan 11 12:00:24 +0000 2019,Ives Estates,FL
117,I moved out of everyone’s way.....,Fri Jan 11 12:00:25 +0000 2019,Paxtonia,PA
118,I just SCREAMED,Fri Jan 11 12:00:25 +0000 2019,Newark,NJ
119,"Men in relationships with women, read this!!!!!",Fri Jan 11 12:00:25 +0000 2019,Los Angeles,CA
120,"The #snow machine is going to be in overdrive through the #weekend. Ahead of it, is #rain, #sleet, and some #ice. W… https://t.co/pZGAh7hlmM",Fri Jan 11 12:00:25 +0000 2019,Winter Park,FL
121,@kamilahferrari 💯,Fri Jan 11 12:00:25 +0000 2019,Petaluma,CA
122,@joannastlaurent Thank you for passing that post along Joanna!!,Fri Jan 11 12:00:25 +0000 2019,Avon,CT
123,What Josh Gattis' move means for Michigan and Alabama https://t.co/QNFLPUP2yy,Fri Jan 11 12:00:25 +0000 2019,Fort Lauderdale,FL
124,"@momorientes yea, this Toyota 4Runner is a monster compared.",Fri Jan 11 12:00:25 +0000 2019,Ashburn,VA
125,@PatelESPN So they gots a payment plan? Asking for a friend,Fri Jan 11 12:00:26 +0000 2019,Hales Corners,WI
126,What you know that as is an get out attempt like to walk somewhere like you were being harassed almost everywhere w… https://t.co/uR75zEI0Hi,Fri Jan 11 12:00:26 +0000 2019,Tamarac,FL
127,Kind of lit lol,Fri Jan 11 12:00:26 +0000 2019,Franklinville,NJ
128,"@redsvt1 Super, Souper.",Fri Jan 11 12:00:26 +0000 2019,Philadelphia,PA
129,@MajorMorton_ Lex!!!!!!!!!!! What’s good???? Haven’t heard from you in ages hope all is well with you 😁,Fri Jan 11 12:00:26 +0000 2019,Severna Park,MD
130,"@PatriotNTexas @Chiefs I understand sir, trust me I know.",Fri Jan 11 12:00:26 +0000 2019,De Soto,KS
131,Fuck we are screwed,Fri Jan 11 12:00:26 +0000 2019,Providence,RI
132,@BillKristol @asknbid What oligarch $$$ will do.,Fri Jan 11 12:00:27 +0000 2019,Dallas,TX
133,@sexmytatts Hearty &amp; Heafty Breakfast!,Fri Jan 11 12:00:27 +0000 2019,Greenbelt,MD
134,@howroute @mylittlevictory @williamlegate @HelenSpade4 @WritingDevil @RyanHillMI @FightIdiocracy @billprady Ku Klux… https://t.co/TjUE6XGkaK,Fri Jan 11 12:00:28 +0000 2019,Phoenix,AZ
135,#MitchShutdown,Fri Jan 11 12:00:28 +0000 2019,Ankeny,IA
136,"@Pstwitcopata Yo Pago 1000$ Pero vivo aquí en fort Myers, los vale.",Fri Jan 11 12:00:28 +0000 2019,Lehigh Acres,FL
137,@sweetmintyoongi @bbycakes_99 @dostbunnies literally half a thing,Fri Jan 11 12:00:28 +0000 2019,Manhattan,NY
138,Who wants to become roommates and get a house. I got the water &amp; gas,Fri Jan 11 12:00:28 +0000 2019,Evergreen Park,IL
139,I completely missed where @JerryRecco ‘s picture posted in NJ. Can someone let me know? @WFANmornings… https://t.co/Zi7QNOVTte,Fri Jan 11 12:00:28 +0000 2019,Irvington,NY
140,🦋,Fri Jan 11 12:00:28 +0000 2019,Machesney Park,IL
141,@BucFever422 It’s always on!,Fri Jan 11 12:00:29 +0000 2019,Plum,PA
142,@oroborofficial @mrgaleer We stan,Fri Jan 11 12:00:29 +0000 2019,Leominster,MA
143,@ellievan65 They are pushing the propaganda that is coming out of trump and republicans to get a wall that want cha… https://t.co/R1yB8Hsxh4,Fri Jan 11 12:00:29 +0000 2019,Humble,TX
144,He told me he wasn’t going to tweet about me anymore 👀😅,Fri Jan 11 12:00:29 +0000 2019,Tucson,AZ
145,"[FREE] Blockboy JB Type Beat ""For The Clout"" | 2019 Instrumental | [Prod... https://t.co/NdDxGfiRHm via @YouTube",Fri Jan 11 12:00:29 +0000 2019,Brooklyn,NY
146,"When I say I’ve never went to sleep so quick in my life besides yesterday. He literally put me to bed, my eyes was closed instantly 😭😩",Fri Jan 11 12:00:29 +0000 2019,Garfield Heights,OH
147,"Allll I want for XXXmassss is uuuu @ Los Angeles, California https://t.co/kp8GeYxYpO",Fri Jan 11 12:00:30 +0000 2019,Los Angeles,CA
148,"Alexa for the kids’ room: $24.99
Being able to play Straus’s Also Sprach Zarathustra Op. 30 (the 2001 Space Odyssey… https://t.co/sy9hknHveL",Fri Jan 11 12:00:30 +0000 2019,Indianapolis,IN
149,@lisarinna Spot on!!,Fri Jan 11 12:00:30 +0000 2019,Fort Myers Beach,FL
150,@kianaa_leee Likewise lexy ain't luving me,Fri Jan 11 12:00:30 +0000 2019,Brooklyn,NY
151,Of course that would explain how his smokeaholic drunken children became cops,Fri Jan 11 12:00:31 +0000 2019,Taneytown,MD
152,hallelujah you have saved me,Fri Jan 11 12:00:31 +0000 2019,Amarillo,TX
153,"Not a freakin’ chance. #Trump2020 @realDonaldTrump, we stand with you!",Fri Jan 11 12:00:31 +0000 2019,Lake City,FL
154,"@DawnOfTheBears @OpieRadio @carlruiz @realDonaldTrump AND I WAS O&amp;A'S BOARD OP
WBCN BOSTON. 
Also did Prez Carter f… https://t.co/9TnH6BKteX",Fri Jan 11 12:00:31 +0000 2019,Quincy,MA
155,Woke up and my car got towed imma shoot a bitch,Fri Jan 11 12:00:31 +0000 2019,Virginia Beach,VA
156,Storkbuzzardregina @Rampage4real,Fri Jan 11 12:00:31 +0000 2019,Warsaw,MO
157,@RellDoItBetter Enjoy bro! 🎉🎂 https://t.co/aX6xjiFXxb,Fri Jan 11 12:00:31 +0000 2019,Chester,PA
158,Thankful.,Fri Jan 11 12:00:32 +0000 2019,Manhattan,NY
159,@AaronDayAtlas @AOC @DailyCaller @TuckerCarlson @FoxNews https://t.co/wY8fohuHGR,Fri Jan 11 12:00:31 +0000 2019,Bainbridge Island,WA
160,THANK YOU GUYS FOR COMING BACK!! YOU ARE SO NEEDED FOR TELEVISION @nbcbrooklyn99,Fri Jan 11 12:00:32 +0000 2019,Revere,MA
161,@Sharpie308 @kelly_arrey @JoelDTD @jules_su Just wait until you hear about what your boss does with your expropriated labor.,Fri Jan 11 12:00:32 +0000 2019,Minneapolis,MN
162,Only working 4 hours than going to the mall I'm so excited as I won't get much time off with my team on maternity l… https://t.co/V19C1ZNBfn,Fri Jan 11 12:00:32 +0000 2019,Albion,NY
163,Fact checking.,Fri Jan 11 12:00:32 +0000 2019,West DeLand,FL
164,@playboyblack__ You the only nigga who undefeated at “Hide N Seek” at night,Fri Jan 11 12:00:33 +0000 2019,Spartanburg,SC
165,@TheGingerMinj @TheGingerMinj I loved it so much I cried!!! Wonderful work❤️❤️🥰,Fri Jan 11 12:00:33 +0000 2019,Katy,TX
166,@Deetroit_Dave Nice. You going to be on site? I may dip into town for 1.5 days to enjoyed the energy outside the st… https://t.co/Vtg33RPvJy,Fri Jan 11 12:00:33 +0000 2019,St Louis,MO
167,"As bills start to arrive in the mail, it’s really hard to think in those federal employees who are not going to get… https://t.co/O0IYYxo7TP",Fri Jan 11 12:00:34 +0000 2019,Goshen,IN
168,Let’s not give him too much credit. Mob bosses are smarter than him. A wanna be mob boss.,Fri Jan 11 12:00:34 +0000 2019,Edgewater,FL
169,Gase hire was terrible but Loggains though! That's my guy!,Fri Jan 11 12:00:34 +0000 2019,Columbus,OH
170,"Top four people I’m listening too right now.

1.Yella Beezy 
2.Meek Mill
3. NBA Young Boy
4. Rick Ross",Fri Jan 11 12:00:34 +0000 2019,Houston,TX
171,@CLSGatorNation,Fri Jan 11 12:00:35 +0000 2019,Crystal Lake,IL
172,And Scott’s Tots was the Shit too. #LBQuestions,Fri Jan 11 12:00:35 +0000 2019,Lithia Springs,GA
173,I am like in a relationship with a single person... that's the feeling I'm fighting rn. I trust him.... I just don'… https://t.co/CivN1xw6Sm,Fri Jan 11 12:00:35 +0000 2019,Zanesville,OH
174,@insomniacx29 @funder @ladyziggyloo1 I agree. It’s despicable.,Fri Jan 11 12:00:35 +0000 2019,Garland,TX
175,#Buenosdias #VIERNES de una mañana fría con 53 de temperatura .. poniéndome mi mejor look .. la sonrisa 😃 .. para e… https://t.co/IQEneX86Nf,Fri Jan 11 12:00:35 +0000 2019,Country Club,FL
176,Updated: Incident on #I95S SB at Exit 23 (US 1) https://t.co/SHkJukcnbF,Fri Jan 11 12:00:35 +0000 2019,Fairfield,CT
177,@lordcomix @TwoPeacockProd @nice_tico @SwingGoodTime @sexylifestyl Looks really nice 👌🏽,Fri Jan 11 12:00:36 +0000 2019,Manhattan,NY
178,@SteveDoocy U can pick up $2 bills from any bank. In SC folks pick up the bills &amp; stamp with Clemson tiger paw.,Fri Jan 11 12:00:36 +0000 2019,Barnwell,SC
179,Friday January 11 - Morning Update:     Soothing sounds from the world’s top central banks helped stocks maintain t… https://t.co/3JqMmWV1uz,Fri Jan 11 12:00:36 +0000 2019,Lorain,OH
180,"It’s Friday, Friday, gotta hey down on Friday 🤪 #TGIF",Fri Jan 11 12:00:36 +0000 2019,Dumont,NJ
181,I’m tired denna bitch,Fri Jan 11 12:00:36 +0000 2019,Fort Hood,TX
182,Construction on #NY9N Both directions at CP Rail Road https://t.co/h0fFWWfbuo,Fri Jan 11 12:00:37 +0000 2019,Saratoga Springs,NY
183,Construction on #NY32 NB from Commerce Drive S to Buena Vista Terrace https://t.co/dQbXWINaqk,Fri Jan 11 12:00:37 +0000 2019,Harriman,NY
184,Construction on #StateStreetExtension Both directions at START ROUTE  State Street Extension; East Brighton Avenue https://t.co/2akWe0uAX5,Fri Jan 11 12:00:37 +0000 2019,Syracuse,NY
185,Construction on #StateStreetExtension Both directions at START ROUTE  State Street Extension; East Brighton Avenue https://t.co/yUwOyj6KeC,Fri Jan 11 12:00:37 +0000 2019,Syracuse,NY
186,Construction on #NY175 Both directions at Kasson Road; CR 179 https://t.co/LnM6elt8Ms,Fri Jan 11 12:00:37 +0000 2019,Loomis Hill,NY
187,Incident on #I190NiagaraThruway SB from After Exit N9 (I-190) - Peace Bridge - Canada to Exit N9 (I-190) - Peace...https://t.co/ADLNN4DZkt,Fri Jan 11 12:00:37 +0000 2019,Buffalo,NY
188,Construction on #NY9N Both directions at CP Rail Road https://t.co/NHNoLM8DLN,Fri Jan 11 12:00:37 +0000 2019,Saratoga Springs,NY
189,Construction on #I684 NB from Exit 8 - Hardscrabble Road - CR 138 - Croton Falls to Exit 10 - US 6 - US 202 - NY...https://t.co/btd7DjhZKb,Fri Jan 11 12:00:37 +0000 2019,Croton Falls,NY
190,@GoVisitDenmark Thank you for sharing. We loved our time in CPH!,Fri Jan 11 12:00:37 +0000 2019,Withamsville,OH
191,Construction on #US9 NB from Exit   - NY 9A; Ramp to Albany Post Road; NY 9A https://t.co/EEiu8v2hdc,Fri Jan 11 12:00:37 +0000 2019,Croton-on-Hudson,NY
192,None of em my nigga pick your battle!!!,Fri Jan 11 12:00:37 +0000 2019,Greenacres,FL
193,Construction on #NY175 Both directions at Kasson Road; CR 179 https://t.co/eEeev5w3yp,Fri Jan 11 12:00:37 +0000 2019,Loomis Hill,NY
194,@rileyyolivia12 WHEN HE ROLLS HIS STOMACH BAHAHHAGA I CANT AHAHS,Fri Jan 11 12:00:37 +0000 2019,Madison,OH
195,Construction on #I684 NB from Exit 8 - Hardscrabble Road - CR 138 - Croton Falls to Exit 10 - US 6 - US 202 - NY...https://t.co/TtyAto83xK,Fri Jan 11 12:00:38 +0000 2019,Croton Falls,NY
196,@NatGeo Need to save these beautiful flowers.,Fri Jan 11 12:00:38 +0000 2019,Clinton,MD
197,Construction on #StateStreetExtension Both directions at END ROUTE; I-81 https://t.co/vX5epHs4Vg,Fri Jan 11 12:00:38 +0000 2019,Syracuse,NY
198,I love this guy! We need more people like him in our media. ❤️,Fri Jan 11 12:00:38 +0000 2019,Hernando,MS
199,Incident on #I190NiagaraThruway SB from After Exit N9 (I-190) - Peace Bridge - Canada to Exit N9 (I-190) - Peace...https://t.co/Kgon2ufqef,Fri Jan 11 12:00:39 +0000 2019,Buffalo,NY
