,text,date,city,state
42,@Ha_ha_nikki @simplex_reverie @Cameroneous A desert rat like me would be in all of that...,Mon Jan 07 11:00:14 +0000 2019,Henderson,NV
43,#CES2019 bound. Are you going?,Mon Jan 07 11:00:14 +0000 2019,Orlando,FL
44,"#Leadership is not always easy, and a good leader doesn’t always make everyone happy! I appreciate Chief Billy Boli… https://t.co/keouEphbGM",Mon Jan 07 11:00:14 +0000 2019,Evansville,IN
45,Construction on #MorristownLine WB from Hoboken Path Station to Summit Station https://t.co/qzuglwOmoX,Mon Jan 07 11:00:14 +0000 2019,Hoboken,NJ
46,This bitch...,Mon Jan 07 11:00:14 +0000 2019,Mayagüez,co
47,@chesterlampkin @JennSullivanTV https://t.co/kQPxWn0FGX,Mon Jan 07 11:00:14 +0000 2019,St Louis,MO
48,Construction on #MorristownLine WB from Hoboken Path Station to Summit Station https://t.co/KVoDDXIQuo,Mon Jan 07 11:00:14 +0000 2019,Hoboken,NJ
49,😂😂😂😂😂😂😂😂😂😂,Mon Jan 07 11:00:15 +0000 2019,South Miami Heights,FL
50,I do not want to leave Aubree this morning.... I’m going to miss my girl 😢,Mon Jan 07 11:00:15 +0000 2019,Columbus,OH
51,I’ve been thinking a lot,Mon Jan 07 11:00:16 +0000 2019,Ontario,CA
52,I'm #ALLIN for the National Championship! Go Tigers! #BeatBama,Mon Jan 07 11:00:16 +0000 2019,Oak Grove,SC
53,The point of the video is “WHY THE FUCK NOW”,Mon Jan 07 11:00:16 +0000 2019,Tallulah,LA
54,@vkontopos @barstoolchicago @BennHass5 And the offense sucked. Couldnt stay on the field the whole game. That reult… https://t.co/WzxfWcyP1b,Mon Jan 07 11:00:17 +0000 2019,Chicopee,MA
55,Not me...,Mon Jan 07 11:00:17 +0000 2019,Kansas City,MO
56,Lets start this change #MondayMotivation,Mon Jan 07 11:00:17 +0000 2019,Fort Stewart,GA
57,I Just Want To Be Happy Man 😣,Mon Jan 07 11:00:17 +0000 2019,Dallas,TX
58,@OGTREEZ @imalilgee @Prince_JB4,Mon Jan 07 11:00:17 +0000 2019,Corsicana,TX
59,It’s 3am and I’m watching a documentary on Scorpions,Mon Jan 07 11:00:18 +0000 2019,Simi Valley,CA
60,I love rubbing allllll over my man...it’s therapeutic af.,Mon Jan 07 11:00:18 +0000 2019,Alexandria,VA
61,Mira me caso cantoe’puta 🤤👰🏻💍👰🏻,Mon Jan 07 11:00:19 +0000 2019,San Juan,SA
62,@FishingLeeP Happy Gameday Lee! #RollTide,Mon Jan 07 11:00:19 +0000 2019,Mobile,AL
63,@Wovey1 @TheDirtyPolak @JoshNBCNews @chrislhayes You are 100% wrong federal employees make 50% more than the private sector,Mon Jan 07 11:00:20 +0000 2019,Holiday,FL
64,Y’all remember Blair Walsh?? Parkey with the Bears is him all over again. What would you bet he has a kicking job n… https://t.co/eevY7X2WPe,Mon Jan 07 11:00:21 +0000 2019,Chandler,AZ
65,why do i just stay up late af just to lay in bed and make horrible decisions like spending too much money online lol gn,Mon Jan 07 11:00:21 +0000 2019,Chico,CA
66,Great thread,Mon Jan 07 11:00:22 +0000 2019,Garrettsville,OH
67,YOU,Mon Jan 07 11:00:22 +0000 2019,Kansas City,MO
68,https://t.co/fXhUNGwqot,Mon Jan 07 11:00:22 +0000 2019,Cimarron Hills,CO
69,Is it bad I’m praying my car won’t start tho 😭,Mon Jan 07 11:00:23 +0000 2019,Chattanooga,TN
70,"RIP
Thank You for your Service. https://t.co/aWLZFtcuyZ",Mon Jan 07 11:00:23 +0000 2019,Brooklyn,NY
71,@PIESartBCPS @PadoniaPride @visualartsbcps These are pretty neat! So the kids come up with the idea?,Mon Jan 07 11:00:24 +0000 2019,Parkville,MD
72,"Well, I feel attacked.",Mon Jan 07 11:00:24 +0000 2019,Beaufort,SC
73,"A Live Recording of the Just Enough Heshy Show in NY and NJ and Conneticut!       

We are on channel 620AM Radio d… https://t.co/jq4VKZmLrk",Mon Jan 07 11:00:24 +0000 2019,Brooklyn,NY
74,"I'm at Starbucks in Frankfort, KY https://t.co/qqDMzN69HE",Mon Jan 07 11:00:24 +0000 2019,Frankfort,KY
75,@Rachelle5776 @RepBrendanBoyle @ialhusseini Wow really just wow,Mon Jan 07 11:00:25 +0000 2019,Duncan,OK
76,@dcrksister @GxldSociety Do you not understand what “his insurance carrier paid it without his consent” means?? https://t.co/l85O1hDLSY,Mon Jan 07 11:00:25 +0000 2019,Hillcrest Heights,MD
77,🔥,Mon Jan 07 11:00:26 +0000 2019,East Lansing,MI
78,Cool,Mon Jan 07 11:00:26 +0000 2019,Atlanta,GA
79,"@droggiano Clemente Cancela
mellizo",Mon Jan 07 11:00:26 +0000 2019,Brooklyn,NY
80,near bsgstblender: 332ba37b-3bd4-4695-8df0-77bc4282e7b3,Mon Jan 07 11:00:26 +0000 2019,Pittsburgh,PA
81,I really couldn’t sleep last night,Mon Jan 07 11:00:26 +0000 2019,Progress,PA
82,@__westonrich 😂👏🏽💪🏽,Mon Jan 07 11:00:27 +0000 2019,Milwaukee,WI
83,New student registration is now open for the 2019-2020 school year. Visit the district website @… https://t.co/V4MINOYwLc,Mon Jan 07 11:00:27 +0000 2019,Wanamassa,NJ
84,Can you recommend anyone for this job? CNA - SNF - https://t.co/CqWW3IiulJ,Mon Jan 07 11:00:27 +0000 2019,Woodruff,SC
85,If you are arguing with me ima deadass just stop texting you back.  I’m so done arguing with fucking dumb ass peopl… https://t.co/rmf1wELB9C,Mon Jan 07 11:00:27 +0000 2019,Palmdale,CA
86,@JaredFPS Yay I can’t wait so exciting!! Good luck Ash and Jared!,Mon Jan 07 11:00:27 +0000 2019,Wyoming,MI
87,"BEAST MODE MONDAYS -   let’s SLAY the first full work week of 2019!
——————————————
#BeastModeMonday
#getafterit… https://t.co/Qg3YbkOObI",Mon Jan 07 11:00:27 +0000 2019,Waunakee,WI
88,@rhealyrhealy @ellle_em That gif—I love it so.,Mon Jan 07 11:00:27 +0000 2019,Chelmsford,MA
89,"THAT'SUNDAY IT WOULD LEAD ME
BACK TO YOU CERVICAL FOOTBALL
CERVICALAWARENESS _///qoachbook
@schuttsports… https://t.co/aEOxuJKjsV",Mon Jan 07 11:00:28 +0000 2019,Waxahachie,TX
90,@BattleBornLV @Eagles GOLD!!!!,Mon Jan 07 11:00:28 +0000 2019,Levittown,PA
91,@revclb233 Me too,Mon Jan 07 11:00:28 +0000 2019,Dublin,OH
92,That’s my problem.. I love people more than they love me,Mon Jan 07 11:00:29 +0000 2019,New Orleans,LA
93,"@DevilWearsEyeBl Finally some NFL picks for your fans out there, even though it's a loss.  it's a start...",Mon Jan 07 11:00:29 +0000 2019,Boston,MA
94,@justanotherwool Nope!! https://t.co/OHa4wlHEgt,Mon Jan 07 11:00:29 +0000 2019,Burlington,NC
95,What round should you start taking devy and rookie place holders in startup leagues? @MyFantasyLeague,Mon Jan 07 11:00:29 +0000 2019,Westborough,MA
96,"Sleepless nights, wishing I had treated you right",Mon Jan 07 11:00:29 +0000 2019,San Jose,CA
97,Fr I just type and send,Mon Jan 07 11:00:29 +0000 2019,Chicago,IL
98,🐸☕️,Mon Jan 07 11:00:30 +0000 2019,Paradise,NV
99,https://t.co/JNGccxnUGh,Mon Jan 07 11:00:30 +0000 2019,Queens,NY
100,"Accident in #TheBronx:OnTheCrossBronxExpwy on I-95 SB after The Bronx River Pkwy, stop and go traffic back to Castle Hl Ave, delay of 3 mins",Mon Jan 07 11:00:30 +0000 2019,Bronx,NY
101,@FanMorningShow He explains things so well in terms that are understandable. Knows his stuff!,Mon Jan 07 11:00:30 +0000 2019,Randallstown,MD
102,Don’t be surprised if she doesn’t plan a jihad attack?,Mon Jan 07 11:00:30 +0000 2019,Deltona,FL
103,"@petenajarian Congrats Pete, Lisa and Lex! Beautiful family inside and out!",Mon Jan 07 11:00:31 +0000 2019,Victoria,MN
104,"Let’s print some labels. Give us a call! #tagless #tshirtprint #happyMonday #success @ Hollywood, Florida https://t.co/DaXoHcSxda",Mon Jan 07 11:00:31 +0000 2019,Hollywood,FL
105,I work at a cafe and have subsequently lost my Starbucks gold status that I had maintained for nearly six years. Bu… https://t.co/hbiXSxero8,Mon Jan 07 11:00:31 +0000 2019,St Paul,MN
106,"a realidade, porém, será provavelmente professor de fundamental e ensino médio em 3 escolas diferentes pra consegui… https://t.co/B1oWoMKkoe",Mon Jan 07 11:00:32 +0000 2019,Chester,NJ
107,"Good morning                                             
.
.
.
.
.
.
.
#goodmorning #world #houston #vancouver… https://t.co/fDplvPd8e6",Mon Jan 07 11:00:34 +0000 2019,Houston,TX
108,Great show on #faith &amp; #fitness with Trainers Dooleyfrom @effect_fitness &amp; @JoAnnaWardFit from #onthemove tv show.… https://t.co/ldhAMoERlC,Mon Jan 07 11:00:34 +0000 2019,College Park,GA
109,Tomorrow windy and even colder with snow flurries in the morning. Temperatures will fall to around 20 in the aftern… https://t.co/Gp9z0m3VMq,Mon Jan 07 11:00:35 +0000 2019,Eagan,MN
110,"New morning routine has been in affect and my body is starting to not resist. I really missed my yoga practice, my… https://t.co/ri60cUtIFy",Mon Jan 07 11:00:35 +0000 2019,Buffalo,NY
111,Figured #OG #HokeyPokey &amp; #CreditCheck would’ve been proud I was self-disciplined enough to do the BearCrawls w/no… https://t.co/HsHKvpdJww,Mon Jan 07 11:00:35 +0000 2019,Fair Oaks,GA
112,"@amsler_drew Also, we won...you lost btwn each other!
#FlyEaglesFly",Mon Jan 07 11:00:35 +0000 2019,Philadelphia,PA
113,I’m literally always hungry 😭,Mon Jan 07 11:00:35 +0000 2019,Live Oak,TX
114,@thenamesroddy One of my favorite Noles of all time. https://t.co/8aX5TmJlqP,Mon Jan 07 11:00:35 +0000 2019,Tallahassee,FL
115,"It will be a blast trust me I have a lot to say as you all know.    

Stay tuned.        

You can call in and spea… https://t.co/zhLNoyIDL7",Mon Jan 07 11:00:36 +0000 2019,Brooklyn,NY
116,"See our latest Portland, OR job and click to apply: Business Analyst 3 - https://t.co/VDz7sFygsO #WorkwithFlux",Mon Jan 07 11:00:36 +0000 2019,Portland,OR
117,Y’all say some dumb ass shit for 2 retweets and 4 likes. It’s really sad.,Mon Jan 07 11:00:36 +0000 2019,Camp Springs,MD
118,Winter. Is. Fuckin. Coming.,Mon Jan 07 11:00:36 +0000 2019,Raleigh,NC
119,"We have a pair of tickets to giveaway to see @InFlames_SWE w/@ATRhq &amp; @allhailtheyeti on Thursday, February 21… https://t.co/hGOPJp3cKt",Mon Jan 07 11:00:36 +0000 2019,Medina,OH
120,@Greenpeace This what I’ve been saying all along. Do something. Buy an EV. So solar. Go vegan. We have to take acti… https://t.co/0Bk4qn3jLn,Mon Jan 07 11:00:37 +0000 2019,Dunedin,FL
121,https://t.co/NfUjWLl3uu,Mon Jan 07 11:00:37 +0000 2019,Manhattan,NY
122,Why do y’all do hateful insane things? Also why do you film yourselves doing hateful insane things?,Mon Jan 07 11:00:37 +0000 2019,Forest Heights,MD
123,#deepcondition your hair on a reg basis. First determine the state of your hair. Is it healthy or compromised?  😍if… https://t.co/eoJol5AdkQ,Mon Jan 07 11:00:37 +0000 2019,Brooklyn,NY
124,Sheeesh it’s brick out,Mon Jan 07 11:00:38 +0000 2019,Holtsville,NY
125,"light rain -&gt; mist
humidity down 96% -&gt; 95%
wind 8mph -&gt; 5mph",Mon Jan 07 11:00:38 +0000 2019,Fargo,ND
126,8-5 shift over.... now going to apt to shower &amp; get ready for 8-4 shift....love mi life,Mon Jan 07 11:00:38 +0000 2019,Boston,MA
127,@TracyCo99791299 @MSNBC Right and left wing radicals always stretch statistics to help their agenda my friend. And… https://t.co/nxPVir3TS3,Mon Jan 07 11:00:38 +0000 2019,San Antonio,TX
128,Try these 5 great bicep and tricep finishing exercises for a great pump and burn. Perform them in circuit formation… https://t.co/tcx1LoMqX5,Mon Jan 07 11:00:38 +0000 2019,Manhattan,NY
129,I’m old enough to remember when there wasn’t a fee to enter the GSMNP.,Mon Jan 07 11:00:39 +0000 2019,Knoxville,TN
130,School starts again and I dont even wanna go,Mon Jan 07 11:00:39 +0000 2019,Eastlake,OH
131,Why is so many people play casual trying there ass off like it pro league wtf I’m just trying to do stupid things,Mon Jan 07 11:00:39 +0000 2019,San Diego,CA
132,"You gave give some women the world, be the gentleman, sweet, give her all the attention she wants, cook, clean and… https://t.co/92aQaVxmA2",Mon Jan 07 11:00:39 +0000 2019,South Apopka,FL
133,"Couldn't have said it better, myself ... (though probs would have been just as swear-y 🤷‍♀️)",Mon Jan 07 11:00:40 +0000 2019,Rapids,NY
134,It’s time,Mon Jan 07 11:00:40 +0000 2019,Portsmouth,OH
135,"@dadiodefacto On the other side of the coin, Fat Randy/Nugent/Opie would have missed the crossbar completely.",Mon Jan 07 11:00:41 +0000 2019,Charlotte,NC
136,"@syaaaqir Malaysia larang ugama lain berdakwah kat orang islam. Tapi orang islam berdakwah kat orang ugama lain, boleh la pulak",Mon Jan 07 11:00:41 +0000 2019,Malden,MA
137,Save time every day.,Mon Jan 07 11:00:42 +0000 2019,California,MD
138,"A natural born leader Bitch lol who’s stubborn , impatient &amp; independent",Mon Jan 07 11:00:42 +0000 2019,Rialto,CA
139,Gosh 😍😍,Mon Jan 07 11:00:44 +0000 2019,Houston,TX
140,"@EmergentReality Thank you so much dear for asking for clarification, the one that is similar words to covert &amp; ove… https://t.co/qhBj7lOexF",Mon Jan 07 11:00:44 +0000 2019,Hillsboro,OR
141,Nigga rashaun a bitch😂🤦🏽‍♂️,Mon Jan 07 11:00:45 +0000 2019,Houston,TX
142,"New arrival acrylic hoops earrings.
Lead free
Nickle free
😍😍😍😍😍
Small moq
Oem order accept.
.
.
.
.
.
.
.
.
.
.
.… https://t.co/Sxe5YFHQLQ",Mon Jan 07 11:00:46 +0000 2019,Manhattan,NY
143,i never had a role model i was loadin gold hollows in my lil glock 40,Mon Jan 07 11:00:46 +0000 2019,Fontana,CA
144,@DAthree Jedi Mind tricks #Hans Solo #Matrix #redpill,Mon Jan 07 11:00:46 +0000 2019,Sienna Plantation,TX
145,https://t.co/WURi42bP4h,Mon Jan 07 11:00:46 +0000 2019,Ronkonkoma,NY
146,@DeborahNBC5 @DavidFinfrock @NBCDFW 🤧,Mon Jan 07 11:00:47 +0000 2019,Fort Worth,TX
147,@953WDAE looking forward to @RonnieNTL to have another excellent week of broadcasting and for @TKras to follow suit https://t.co/eepbVwx8o1,Mon Jan 07 11:00:48 +0000 2019,Wesley Chapel,FL
148,Weekend lecture Saturday to a  US military base in Qatar via Skype. One on Sunday to a local men’s club. High inter… https://t.co/meoHSDwrt6,Mon Jan 07 11:00:48 +0000 2019,Bloomfield Township,MI
149,https://t.co/MmoAm6yN4p,Mon Jan 07 11:00:49 +0000 2019,Ronkonkoma,NY
150,Travels !! @ Babs Midtown https://t.co/BiDK3of55j,Mon Jan 07 11:00:49 +0000 2019,Atlanta,GA
151,"DIGGLER &amp; BELLZ🤩💥
#TWOYEARSAGO💥 @ Westminster, Colorado https://t.co/p4rb2rHsMR",Mon Jan 07 11:00:50 +0000 2019,Westminster,CO
152,@DavidPOBryan Me either Dave. We must protect our kids,Mon Jan 07 11:00:50 +0000 2019,Windsor Locks,CT
153,baby baby 😍😍la bebesita,Mon Jan 07 11:00:50 +0000 2019,Miami,FL
154,"Goals for 2019: 

Get back in the pool.
Go to a Festival I never been to. 
Collab with @FransisDerelle.
Play a fest… https://t.co/rpv2ajIof8",Mon Jan 07 11:00:50 +0000 2019,Boulder,CO
155,It’s all fun and games 🤪,Mon Jan 07 11:00:50 +0000 2019,El Paso,TX
156,Un ABRAZO lleno de LUZ para aquellos que están ESTÁN SANANDO asuntos que no le comentan a nadie.    ¡Buenos Días!… https://t.co/Lsdgrtm3Sf,Mon Jan 07 11:00:50 +0000 2019,Three Lakes,FL
157,"@bridgetblue726 @TheWalkingDead As in reality there are different levels of intelligence among all of us, different… https://t.co/50i2Aqhmyl",Mon Jan 07 11:00:50 +0000 2019,Pompano Beach,FL
158,Btw...Happy New Year from me and my co-host outside parkmgm and @nynyvegas My guy #HeavyG @GerardNews3LV @news3lv a… https://t.co/sJbYaJh2cm,Mon Jan 07 11:00:50 +0000 2019,Paradise,NV
159,I ain’t gon stop eating til I reach 200 lbs and I’m at 170 already 😩,Mon Jan 07 11:00:51 +0000 2019,Hammond,LA
160,"@BrienneTarth6 @KC_Sass First person to offer a straight answer!
Thanks!",Mon Jan 07 11:00:51 +0000 2019,Southaven,MS
161,Русские Женщины - САМЫЕ Красивые В Вселенная!🇷🇺🌎🇷🇺👸🌐💎💍🌹😋🍒🔥😘 https://t.co/qGULL8yW9J,Mon Jan 07 11:00:51 +0000 2019,Phoenix,AZ
162,"Ah, January at the gym. Haven’t seen a free towel in a week.",Mon Jan 07 11:00:51 +0000 2019,Jersey City,NJ
163,"Surround yourself with people who appreciate your genius. 
🦄
👑
💄
🦋
😇
🍀
Thank you Jillian, Ellison, &amp; Leland for all… https://t.co/xTqozBTeEC",Mon Jan 07 11:00:52 +0000 2019,Washington,DC
164,To pray is to say “yes” to the spirit in my life that comes from Christ.  https://t.co/kLowEY8yUR,Mon Jan 07 11:00:52 +0000 2019,Manhattan,NY
165,274: Zen Stoic A'Hole  https://t.co/O3ScACWhjT,Mon Jan 07 11:00:52 +0000 2019,Manhattan,NY
166,Mother Earth Tap Room to operate from Red Room until renovations are complete  https://t.co/1zjFeuiJ6d  @MotherEarthBrew @RedRoomKinston,Mon Jan 07 11:00:52 +0000 2019,Kinston,NC
167,"Our first blog of the new year! Learn about REBOA, a newer resuscitative measure for traumatic arrests! #NUEMBlog  https://t.co/c9aFLsPSm7",Mon Jan 07 11:00:52 +0000 2019,Manhattan,NY
168,"Thank You, Next.  https://t.co/WshceNFJMQ",Mon Jan 07 11:00:52 +0000 2019,Manhattan,NY
169,How To Stop Procrastination - Jasmine Tay #Motivational Monday   https://t.co/kb2vPiOeq8,Mon Jan 07 11:00:52 +0000 2019,Manhattan,NY
170,TJ Auclair of The Caddie Network | Episode 186  https://t.co/yxAgSdTKTa  @tjauclair,Mon Jan 07 11:00:52 +0000 2019,Lemont,IL
171,Sell Your Unwanted Diamond and Gold  https://t.co/GtR96bjn9g,Mon Jan 07 11:00:52 +0000 2019,Leawood,KS
172,"current weather in Trujillo Alto: few clouds, 24°C
84% humidity, wind 7kmh, pressure 1018mb",Mon Jan 07 11:00:52 +0000 2019,Dos Bocas,SA
173,Celebrating My Birthday Today Like!! Hey!! Hey!! Hey!! #CapicornsUnite https://t.co/Vm4wMXk2tb,Mon Jan 07 11:00:53 +0000 2019,Emeryville,CA
174,"welp its 6am , im up for the day! time to make it count🙌🏽",Mon Jan 07 11:00:53 +0000 2019,Philadelphia,PA
175,"@Kris_Sacrebleu Payback's a bitch, Uncle Sam! 😅😃🤣 https://t.co/NELVgVtlxg",Mon Jan 07 11:00:53 +0000 2019,Columbus,OH
176,@RL9631 @johngault071 @ILovesMyUSA @AOC @MichelleObama @HillaryClinton @GOP @DNC @SpeakerPelosi @chuckschumer… https://t.co/UFlJyoD9Lh,Mon Jan 07 11:00:54 +0000 2019,Enon,OH
177,@IgnacyPulaski @POTUS 😂,Mon Jan 07 11:00:54 +0000 2019,Lafayette,IN
178,TEST_LAT/LON: 4362f77b-08d1-48db-8557-9abcfbba15a2,Mon Jan 07 11:00:54 +0000 2019,San Francisco,CA
179,@PoliticusSarah FOS and delusional.,Mon Jan 07 11:00:55 +0000 2019,Bentonville,AR
180,03:00 #Qanon,Mon Jan 07 11:00:56 +0000 2019,Los Angeles,CA
181,@hesellseashellz sWaLLow that hard piLL,Mon Jan 07 11:00:56 +0000 2019,Frisco,TX
182,6 more days hoho i cant wait,Mon Jan 07 11:00:56 +0000 2019,Huntington Beach,CA
183,The thought that that’s even a possibility makes me sick to my stomach lol,Mon Jan 07 11:00:57 +0000 2019,Christiansburg,VA
184,@RJNewsflash She has no idea.,Mon Jan 07 11:00:57 +0000 2019,Central City,KY
185,"Clearly somethings wrong with me, I got class and work tomorrow 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃",Mon Jan 07 11:00:57 +0000 2019,Santa Ana,CA
186,@realDonaldTrump https://t.co/wNCjPWZZ6M,Mon Jan 07 11:00:57 +0000 2019,Guntersville,AL
187,Just Beautiful 😘😘 https://t.co/oV2qmlVTWQ,Mon Jan 07 11:00:57 +0000 2019,Dayton,OH
188,@DEVINCIL Bruh shit ain't funny 🖕🏽😒,Mon Jan 07 11:00:59 +0000 2019,Tuscaloosa,AL
189,Truth,Mon Jan 07 11:00:58 +0000 2019,Port St Lucie,FL
190,(this is me tweeting a memo to myself to start dabbling in poetry again) thx for tuning in 2 my diary,Mon Jan 07 11:00:59 +0000 2019,Parkland,WA
191,"Took some deep breaths , had to recalibrate for a second but I’m better than ever",Mon Jan 07 11:00:59 +0000 2019,Los Angeles,CA
192,Ion see how y’all can call somebody your friend and sit up in they face knowing you be talkin shit when they not around,Mon Jan 07 11:00:59 +0000 2019,Depew,NY
193,@TamaraMcCleary thanks for the follow!,Mon Jan 07 11:01:00 +0000 2019,Meridian,ID
194,@RealJamesWoods @JerryBrownGov Co-conspirators dem legislators should all be #Indicted for accessory to every Ameri… https://t.co/hRYye1CBFX,Mon Jan 07 11:01:00 +0000 2019,Kingman,AZ
195,@AllanaHarkin Who else can lie with such conviction,Mon Jan 07 11:01:00 +0000 2019,McHenry,IL
