,text,date,city,state
66,"current weather in Dublin: clear sky, 35°F
74% humidity, wind 10mph, pressure 1021mb",Mon Jan 07 13:00:10 +0000 2019,Dublin,OH
67,"Want to work in Atlanta, Georgia? View our latest opening: https://t.co/Y9vQF09IKx",Mon Jan 07 13:00:10 +0000 2019,Atlanta,GA
68,@mjoneillnoise @transscribe That song and video do seem to have a strong Beyoncé feel to them.,Mon Jan 07 13:00:10 +0000 2019,Apex,NC
69,"Don't submit then quit. Apply for jobs like ""Senior Corporate Counsel"" at Sanofi, then look for people you might kn… https://t.co/h8oIvYpxCa",Mon Jan 07 13:00:10 +0000 2019,Waltham,MA
70,@nickkarpiw NICK,Mon Jan 07 13:00:10 +0000 2019,Ocala,FL
71,Why hold on to what you have to let go of? 🧘🏽‍♀️,Mon Jan 07 13:00:10 +0000 2019,New Haven,CT
72,@StilettoKisses @susie_qsie I have and they have ...,Mon Jan 07 13:00:10 +0000 2019,Huntley,IL
73,Good morning sweetie birds! Welcome to Monday! Hope your day goes without incident! SMILE!,Mon Jan 07 13:00:10 +0000 2019,Lima,OH
74,Dont play wit me 😂🗣,Mon Jan 07 13:00:10 +0000 2019,Wheeling,WV
75,@socavalier @mares62J He’s still drunk. 😉,Mon Jan 07 13:00:11 +0000 2019,Chicago,IL
76,Working on it,Mon Jan 07 13:00:11 +0000 2019,Boston,MA
77,Want to see your adult #AdESOL learner's face light up?  Don't rush. Create a classroom environment where patience… https://t.co/6bfS1sXQng,Mon Jan 07 13:00:11 +0000 2019,Greenacres,FL
78,@hassaneind وأنتي طيبه يا دينا وعيد سعيد وسنه سعيده علينا يا رب,Mon Jan 07 13:00:11 +0000 2019,Orlando,FL
79,«@BoRhapMovie #BohemianRhapsody #BohemianRhapsodyMovie» triomphe aux @GoldenGlobes #GoldenGlobes #GoldenGlobes2019… https://t.co/fXFT7asbiu,Mon Jan 07 13:00:11 +0000 2019,Los Angeles,CA
80,@mama_jones_ Yep!,Mon Jan 07 13:00:12 +0000 2019,Columbus,OH
81,"Good Monday morning to all my Twitter friends, I hope you all have a wonderful day. Take care and be safe.😊😎 https://t.co/IHFjhLwy4i",Mon Jan 07 13:00:11 +0000 2019,Jasper,AL
82,"Sunny @ New York, New York https://t.co/EH8PffE8Rw",Mon Jan 07 13:00:12 +0000 2019,Manhattan,NY
83,@real_salvulcano @breakfastclubam yeah okay,Mon Jan 07 13:00:12 +0000 2019,Savage,MN
84,I got my jury duty deferred!,Mon Jan 07 13:00:12 +0000 2019,Moreland Hills,OH
85,will love sixlack 5ever,Mon Jan 07 13:00:13 +0000 2019,Morgan Hill,CA
86,Happy Monday,Mon Jan 07 13:00:13 +0000 2019,Barnesville,GA
87,@RepBrendanBoyle And where did your facts come from? La! La! Land?,Mon Jan 07 13:00:13 +0000 2019,Cleves,OH
88,😂😂😂😂😂😂😂,Mon Jan 07 13:00:13 +0000 2019,Portsmouth,VA
89,🇺🇸 it's very sad how white folks can play each with Racism and turn onto being the victim.,Mon Jan 07 13:00:13 +0000 2019,Groesbeck,OH
90,@choppadoo Gee I wonder.,Mon Jan 07 13:00:13 +0000 2019,Louisville,KY
91,"#MondayMotivation 

Some days are easy. Some a little tougher but doable. Other days are like a leech, sucking life… https://t.co/GfqqqvHNyZ",Mon Jan 07 13:00:13 +0000 2019,Denver,CO
92,@perfect_mistvke DONT DIE!!!,Mon Jan 07 13:00:14 +0000 2019,Roscoe,IL
93,Early risers here at King Soopers at 100 West Littleton Blvd in Littleton. Here until 9am! https://t.co/0p6zwG7NSx,Mon Jan 07 13:00:13 +0000 2019,Littleton,CO
94,En el segundo 3 vemos cómo considera luego matar a Jon.,Mon Jan 07 13:00:14 +0000 2019,Kissimmee,FL
95,Welcome back @LkwdSchools @Lkwd_LHS @LkwdGarfield @LkwdHarding @LkwdHayes @lkwdhmes @LkwdGrant @LkwdLincoln… https://t.co/OYeE1uHxum,Mon Jan 07 13:00:14 +0000 2019,Lakewood,OH
96,I’m chopping this up to Kerr wanting to create clickbait and have headlines in the media about the Warriors in any… https://t.co/4NAjqkcGSt,Mon Jan 07 13:00:14 +0000 2019,Richmond,CA
97,Never going to happen BO#3,Mon Jan 07 13:00:15 +0000 2019,DeLand,FL
98,My baby is in goooood mooooood today! That’s all I want♥️😍,Mon Jan 07 13:00:15 +0000 2019,Brooklyn,NY
99,"I know, I caught that too. Her remarks are deliberate attempts to circumvent actions that are taken against this ma… https://t.co/q8YRVB0dHY",Mon Jan 07 13:00:15 +0000 2019,Fort Collins,CO
100,BUILD THE WALL - this REPUBLICAN President - NOT LIKE THE OTHERS BEFORE - he has REAL courage AND strength!❤️👍🇺🇸,Mon Jan 07 13:00:15 +0000 2019,North Star,DE
101,When are beds x50 times more comfy when it’s a school day 😭,Mon Jan 07 13:00:15 +0000 2019,Morrison,IL
102,"@DaKineFiveO @thehill Ugh oh, call the sexist police. Does everyone see what this classy guy called a woman???",Mon Jan 07 13:00:15 +0000 2019,Fort Montgomery,NY
103,But what happened with iggy and play Boi !!!! I’m really curious,Mon Jan 07 13:00:15 +0000 2019,Charlotte,NC
104,@chefdesireemoni @dkpower961 @PKintheMorning That makes the two of us!  Lol,Mon Jan 07 13:00:16 +0000 2019,Atlanta,GA
105,@realDonaldTrump You lie everyday.......,Mon Jan 07 13:00:16 +0000 2019,Bethesda,MD
106,when I move back to memphis ima stay my ass in starkville,Mon Jan 07 13:00:16 +0000 2019,Lakeland Heights,TX
107,@HomeRunAgency Morning!,Mon Jan 07 13:00:16 +0000 2019,Los Angeles,CA
108,My breathe right literally took skin off this morning... it’s gonna be one of thoseeee days I see,Mon Jan 07 13:00:16 +0000 2019,Tallahassee,FL
109,"Just posted a photo @ Louisville, Kentucky https://t.co/EE2J4UsOlt",Mon Jan 07 13:00:17 +0000 2019,Louisville,KY
110,@Shakarez @riotgames grats buddy,Mon Jan 07 13:00:17 +0000 2019,Los Angeles,CA
111,Tired man☹️,Mon Jan 07 13:00:17 +0000 2019,Baldwin Park,CA
112,📝✨ #MondayMotivation,Mon Jan 07 13:00:17 +0000 2019,Morrow,GA
113,https://t.co/lpu0glfOff,Mon Jan 07 13:00:17 +0000 2019,Ypsilanti,MI
114,Note to self: don’t consume large amounts of champagne and wine the day before you have to be at work at 4am https://t.co/wzYMRwgw7D,Mon Jan 07 13:00:17 +0000 2019,Lake Forest,CA
115,@realDonaldTrump The “truth “ is Federal employees don’t have money to eat or pay the rent.,Mon Jan 07 13:00:17 +0000 2019,Bridgeport,CT
116,"#Monday
#MondayMotivaion #goals #dmv #johnforte
#johnforté #namaste https://t.co/PCzGAnXwEb",Mon Jan 07 13:00:17 +0000 2019,Newington,VA
117,"current weather in Tuscaloosa: mist, 43°F
89% humidity, wind 3mph, pressure 1023mb",Mon Jan 07 13:00:18 +0000 2019,Tuscaloosa,AL
118,@garyvee if you had your way... Who would you like the @nyjets to interview for head coach and would you like to sit in these interviews?,Mon Jan 07 13:00:18 +0000 2019,Highland Falls,NY
119,@yFresh67 we really doin this,Mon Jan 07 13:00:18 +0000 2019,Inglewood,CA
120,@peterferrariart @murielvega Please keep us updated!,Mon Jan 07 13:00:18 +0000 2019,Atlanta,GA
121,"Don't be shy. Score a job like ""Logistics Transportation Clerk"" at ProLogistix by asking for referrals. It's a grea… https://t.co/0n8lQRHAAw",Mon Jan 07 13:00:18 +0000 2019,Novi,MI
122,"Have you ever had a role like ""Regional Customs &amp; Trade Advisor""? What did you like most about that job?",Mon Jan 07 13:00:18 +0000 2019,Oakville,CT
123,"This job is now open at LabCorp in Dublin, OH. Follow us and turn on mobile alerts to hear about jobs like these as… https://t.co/ABcFZK1iq6",Mon Jan 07 13:00:19 +0000 2019,Dublin,OH
124,Lmaoooooo wowwww I came bk to work and they gave me work work to do. Tf!!!!!,Mon Jan 07 13:00:19 +0000 2019,Cheektowaga,NY
125,The only way out is through?,Mon Jan 07 13:00:19 +0000 2019,Manhattan,NY
126,@Garret_007 @JesusCrew777 @realDonaldTrump @PSherryr Walls to keep intruders out. All intruders . Race doesn’t matter Garret,Mon Jan 07 13:00:19 +0000 2019,Stockton,CA
127,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Mobile Ma… https://t.co/l8mOhUOG9E",Mon Jan 07 13:00:19 +0000 2019,Newington,VA
128,"@whooisshee Lol right girl , when are you coming to visit",Mon Jan 07 13:00:19 +0000 2019,Columbus,OH
129,@CBSNews How much beauty does he expect to see in a wall? 👎👎,Mon Jan 07 13:00:19 +0000 2019,Boyertown,PA
130,Looking to score a job at Dave &amp; Buster's? You're in luck. Click the link in our bio for the job description and in… https://t.co/porvwGsidQ,Mon Jan 07 13:00:19 +0000 2019,Manchester,CT
131,!!!,Mon Jan 07 13:00:19 +0000 2019,Temple Terrace,FL
132,"La dura del perreo, una leyenda ✨",Mon Jan 07 13:00:20 +0000 2019,Doral,FL
133,This #Labor job might be a great fit for you. Click the link in our bio to see it and more. Dishwasher at Dave &amp; Buster's #Dishwasher,Mon Jan 07 13:00:20 +0000 2019,Capitol Heights,MD
134,"@molratty ""Unrealistic is what we're living in right now."" - no, your *current situation* is about as realistic as it gets.",Mon Jan 07 13:00:19 +0000 2019,Rockwall,TX
135,egg https://t.co/g6eDAbgkkn,Mon Jan 07 13:00:19 +0000 2019,Providence,RI
136,tomara que eu exploda de tanto amorrrrrrr,Mon Jan 07 13:00:20 +0000 2019,Lowell,MA
137,@TheNoahRing Good luck Noah.💥💥💥,Mon Jan 07 13:00:20 +0000 2019,Rockwell,AR
138,@drenrav I wish it were too lol. I’d go grab Derwin James as well.,Mon Jan 07 13:00:20 +0000 2019,Kansas City,MO
139,"@thedailybeast US refugee and asylum system, currently over loaded with economic migrants gaming the system (often… https://t.co/VpH9cxoGHA",Mon Jan 07 13:00:20 +0000 2019,Minneapolis,MN
140,@bennyjohnson @MeldeLawrence Damn I've been having to use this quite a bit lately!! https://t.co/UCWMGdKb4g,Mon Jan 07 13:00:21 +0000 2019,Indianapolis,IN
141,"Can’t happen soon enough and since Nunes is still there, maybe he’ll get indicted too!",Mon Jan 07 13:00:21 +0000 2019,West Melbourne,FL
142,Stepping into a co-habitation with God IN your life. Recognizing His Presence all the time.,Mon Jan 07 13:00:21 +0000 2019,Green Brook,NJ
143,"I need to 😴 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#mdrap #producer #artist #art #beats #trap #musician #melody… https://t.co/ikQi3eQ0Aq",Mon Jan 07 13:00:21 +0000 2019,Salem,OR
144,@kenkun i just was talking about you over the weekend! https://t.co/CaHIa7xXkU,Mon Jan 07 13:00:21 +0000 2019,Buffalo,NY
145,@BarbNicklow @LouDobbs Go back to school concerning border security!  You missed it the first time.,Mon Jan 07 13:00:21 +0000 2019,Jackson,GA
146,Tip of the iceberg Tony. Only the tip.,Mon Jan 07 13:00:21 +0000 2019,Edgewater,FL
147,Bet!,Mon Jan 07 13:00:21 +0000 2019,Warner Robins,GA
148,Don’t have a choice but too get better ✊🏾🙏🏾,Mon Jan 07 13:00:22 +0000 2019,Shreveport,LA
149,After a stressful holiday season and dealing with my gma passing its time to get back to work.,Mon Jan 07 13:00:22 +0000 2019,Middletown,CT
150,@SkylerLarrimore @NLC Fantastic news Skyler!,Mon Jan 07 13:00:22 +0000 2019,Chicago,IL
151,@H1lljack @Drew_Peg86 @ABC Yes. I find it ridiculous that no compromise can be made in the interests of the citizen… https://t.co/feEOkjyx7n,Mon Jan 07 13:00:22 +0000 2019,New Orleans,LA
152,@TheNoahRing Good luck,Mon Jan 07 13:00:22 +0000 2019,Cheshire,CT
153,@funder Lance a boil.,Mon Jan 07 13:00:22 +0000 2019,Potomac,MD
154,"I just need the bowl. Smaccin like that, imma bite my tongue ❌",Mon Jan 07 13:00:22 +0000 2019,Copiague,NY
155,lol i’ll be 25 on wednesday... i can’t believe it 😂,Mon Jan 07 13:00:22 +0000 2019,McKeesport,PA
156,bro he’s insane,Mon Jan 07 13:00:23 +0000 2019,Little Rock,AR
157,I know what it means obviously lol,Mon Jan 07 13:00:23 +0000 2019,Cleveland,OH
158,Cleared: Incident on #NJ495 EB from NJ 3 to West of Pleasant Avenue,Mon Jan 07 13:00:23 +0000 2019,North Bergen,NJ
159,"Wind 5.0 mph SE. Barometer 30.144 in, Falling. Temperature 37.1 °F. Rain today 0.00 in. Humidity 83%",Mon Jan 07 13:00:23 +0000 2019,Richmond,IN
160,Definitely giving my mama a few dollars and they’re  staying with her 🙃,Mon Jan 07 13:00:23 +0000 2019,Greensboro,NC
161,Cleared: Incident on #NJ495 EB from NJ 3 to West of Pleasant Avenue,Mon Jan 07 13:00:23 +0000 2019,North Bergen,NJ
162,I say this so much cause I want my boy but then seeing Liliana starting the terrible 2’s AND I’m just not financial… https://t.co/4c6iGWxZRT,Mon Jan 07 13:00:23 +0000 2019,San Antonio,TX
163,im ready for next week,Mon Jan 07 13:00:23 +0000 2019,Charlotte,NC
164,The best accessory a girl can own is CONFIDENCE! 😉 also a cute OUTFIT from #fashionnova thank you 🙏 @fashionnova fa… https://t.co/fihHsblU17,Mon Jan 07 13:00:23 +0000 2019,Dallas,TX
165,@tQkrzs96IXIvG9f 小雨の中歩いて帰宅しましたー！,Mon Jan 07 13:00:23 +0000 2019,Los Angeles,CA
166,"@_KarlQ Congrats!
My family and I saw you in Aladdin in Hammersmith during a visit to London and we all agreed that… https://t.co/HoOA17V156",Mon Jan 07 13:00:23 +0000 2019,Dubuque,IA
167,LMAO WHAT,Mon Jan 07 13:00:24 +0000 2019,Drexel Hill,PA
168,this is probs cos i cant drive to holiday and get a slushee rn but we still like it,Mon Jan 07 13:00:24 +0000 2019,Barrow,AK
169,"clear sky -&gt; broken clouds
humidity up 47% -&gt; 50%
wind 7mph -&gt; 13mph",Mon Jan 07 13:00:24 +0000 2019,Jersey City,NJ
170,@brenda11831 Yes Their Is AOC -Across From Her Is Stephanie Kelton &amp; Behind Her Is Pavlena Tcherneva,Mon Jan 07 13:00:24 +0000 2019,Blue Springs,MO
171,"Should be sleeping, instead Katy Perry tour is on the t.v. and I gotta drink this beer in the fridge",Mon Jan 07 13:00:24 +0000 2019,New Orleans,LA
172,@WestIndlan https://t.co/8LL7fxezFi,Mon Jan 07 13:00:24 +0000 2019,Bronx,NY
173,It’s an actual miracle that I made it to work. I couldn’t see 5 ft in front of me.,Mon Jan 07 13:00:24 +0000 2019,Yuma,AZ
174,Workout ☑️ shower ☑️ coffee made ☑️ all before Asher wakes up.. that must mean someone’s excited for the start of s… https://t.co/nIqKSCZ8eq,Mon Jan 07 13:00:24 +0000 2019,Elmhurst,IL
175,"Today, we're celebrating @BegyleBrewing! Check out the latest blog post: https://t.co/fk4f57G21B #chibeerclub… https://t.co/lnkwjdc0Yu",Mon Jan 07 13:00:24 +0000 2019,Chicago,IL
176,@Super70sSports Cal Worthington would have given you 5000 Blue Chip Stamps or a free dinner at Sambo's or Victoria… https://t.co/UB6DrJjrRc,Mon Jan 07 13:00:25 +0000 2019,Albuquerque,NM
177,The forecast for today is rain in the morning with a low of 41°F and a high of 55°F around 2pm  #OrthodoxChristmas #HarlemGlobetrottersDay,Mon Jan 07 13:00:25 +0000 2019,Rock Island,IL
178,@Wildflower80s And Richie waves at his mom and Regis yells at him!    Too funny!!,Mon Jan 07 13:00:25 +0000 2019,Frederick,MD
179,"#ThingsNotFoundInMyCar empty beer bottles

...I drink vodka https://t.co/CDkAVBEfT7",Mon Jan 07 13:00:25 +0000 2019,Staten Island,NY
180,I hope you all have a great day,Mon Jan 07 13:00:25 +0000 2019,Barnesville,GA
181,Can’t believe I have to take the train today 😩☹️,Mon Jan 07 13:00:25 +0000 2019,Brooklyn,NY
182,"7:57am: sunrise
sunset will be at 5:28pm",Mon Jan 07 13:00:26 +0000 2019,Dayton,OH
183,@neat_hot,Mon Jan 07 13:00:26 +0000 2019,Boulevard Park,WA
184,Jan 7 UV index forecast for Cleveland is 1 (low),Mon Jan 07 13:00:26 +0000 2019,Cleveland,OH
185,We really don’t deserve dogs,Mon Jan 07 13:00:26 +0000 2019,Manhattan,NY
186,YES,Mon Jan 07 13:00:26 +0000 2019,Washington,DC
187,"@realDonaldTrump They wouldn't know the truth if it walked up and knocked them out!
We DON'T listen to #FakeNews.… https://t.co/EoLEAgsVk5",Mon Jan 07 13:00:26 +0000 2019,West Monroe,LA
188,near bsgstblender: 00a4fbe0-e976-4c27-ab1d-bd10ecd24516,Mon Jan 07 13:00:26 +0000 2019,Pittsburgh,PA
189,Honestly not even offended. It’s true,Mon Jan 07 13:00:26 +0000 2019,Smyrna,TN
190,@AdamSchiff Perfect rebuttal. DONALD TRUMP   IS    THE NATIONAL EMERGENCY !!!,Mon Jan 07 13:00:27 +0000 2019,Coral Gables,FL
191,@DrJenGunter 5280,Mon Jan 07 13:00:27 +0000 2019,Elizabeth,NJ
192,"Everything you want is right here when you are ready for it.

#consciousness #mindfulness #meditation… https://t.co/vXodtZDzGs",Mon Jan 07 13:00:27 +0000 2019,Sunny Isles Beach,FL
193,Gimme my monayyyyyyyyy .. I don’t smoke Bitch 🗣,Mon Jan 07 13:00:27 +0000 2019,Town 'n' Country,FL
194,Snowed all night...*checks Amazon for replacement shoulder*,Mon Jan 07 13:00:27 +0000 2019,Ogden,UT
195,"Have you ever had a role like ""Transportation Intern""? What did you like most about that job?",Mon Jan 07 13:00:27 +0000 2019,Worthington,OH
196,Yes Toonami.,Mon Jan 07 13:00:27 +0000 2019,East Point,GA
197,@EvaMontes__ I love being your daddy 🤤,Mon Jan 07 13:00:27 +0000 2019,Carlsbad,NM
198,"Today’s ⏰⏰WAKE UP CALL⏰⏰ @ New York, New York https://t.co/pN99VEYs1i",Mon Jan 07 13:00:27 +0000 2019,Manhattan,NY
199,What about the cancelled trains? @NJTRANSIT_NEC,Mon Jan 07 13:00:27 +0000 2019,Rahway,NJ
200,🤘🏻,Mon Jan 07 13:00:28 +0000 2019,Seattle,WA
201,love how cops can turn left on a red arrow but if anyone else did that they’d immediately turn on their weeeewooooo lights,Mon Jan 07 13:00:28 +0000 2019,Mesa,AZ
202,https://t.co/7I9N5ANHKF @TBGMiami @MiamiHerald,Mon Jan 07 13:00:28 +0000 2019,Miami,FL
203,The bow. I’m weak😭,Mon Jan 07 13:00:28 +0000 2019,Brooklyn,NY
204,Being territorial will have u mad at the dumbest shit lmao,Mon Jan 07 13:00:28 +0000 2019,Mattydale,NY
205,@bathbodyworks Okay!,Mon Jan 07 13:00:28 +0000 2019,Grand Rapids,MI
206,I need a @RickRoss album soon,Mon Jan 07 13:00:28 +0000 2019,Alpharetta,GA
